handle,vendor,type,status,live_media,local_assoc,local_files
balliu-mesa-exterior-hpl-8080-cm-1a2fe7b5,Balliu,Mesa,DRAFT,8,8,images_balliu/Balliu_Detalle_MesaCentral-Etna2.jpg | images_balliu/Balliu_MesaCentral-Etna2_blanco_Prado2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Prado2.jpg | images_balliu/balliu_etna-mesa-central.jpg | images_balliu/mesa-central-etna-aluminio-hpl-moonwalk-ambiente-001-scaled.jpg | images_balliu/mesa-central-etna-blanco-hpl-blanco-render-000.png | images_balliu/mesa-central-etna-blanco-hpl-gris-render-003.png
balliu-mesa-exterior-hpl-8080-cm-96593887,Balliu,Mesa,DRAFT,8,8,images_balliu/Balliu_Detalle_MesaCentral-Etna2.jpg | images_balliu/Balliu_MesaCentral-Etna2_blanco_Prado2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Prado2.jpg | images_balliu/balliu_etna-mesa-central.jpg | images_balliu/mesa-central-etna-aluminio-hpl-moonwalk-ambiente-001-scaled.jpg | images_balliu/mesa-central-etna-blanco-hpl-blanco-render-000.png | images_balliu/mesa-central-etna-blanco-hpl-gris-render-003.png
balliu-mesa-exterior-hpl-7070-cm-f6074154,Balliu,Mesa,DRAFT,8,8,images_balliu/Balliu_Detalle_MesaCentral-Etna2.jpg | images_balliu/Balliu_MesaCentral-Etna2_blanco_Prado2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Prado2.jpg | images_balliu/balliu_etna-mesa-central.jpg | images_balliu/mesa-central-etna-aluminio-hpl-moonwalk-ambiente-001-scaled.jpg | images_balliu/mesa-central-etna-blanco-hpl-blanco-render-000.png | images_balliu/mesa-central-etna-blanco-hpl-gris-render-003.png
balliu-mesa-exterior-aluminio-7070-cm-1b61e6b6,Balliu,Mesa,ACTIVE,9,8,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_Balcon.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-8080-cm-a05618ad,Balliu,Mesa,DRAFT,9,8,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_Balcon.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-8080-cm-0a3ee957,Balliu,Mesa,DRAFT,9,8,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_Balcon.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-80-cm-50525e0b,Balliu,Mesa,DRAFT,8,7,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-80-cm-b06218ca,Balliu,Mesa,DRAFT,9,8,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_Balcon.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-12080-cm-bf75a33d,Balliu,Mesa,DRAFT,9,8,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle.jpg | images_balliu/Balliu_Mesa_Altea_blanca_detalle1.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_Balcon.jpg | images_balliu/Balliu_Mesa_Altea_tortola_prado_DETALLE.jpg | images_balliu/altea-mesa-tortola-800x614-1.jpg | images_balliu/altea-mesa-tortola-apilable-800x614-1.jpg
balliu-mesa-exterior-aluminio-75-cm-d7ab6e04,Balliu,Mesa,DRAFT,8,7,images_balliu/190-AGATA.jpg | images_balliu/192-AGATA.jpg | images_balliu/193-AGATA.jpg | images_balliu/194-AGATA.jpg | images_balliu/Agata-blanca_Duna-tortola.jpg | images_balliu/Agata_Mila-Aluminio.jpg | images_balliu/agata-mesa-aluminio-800x614-1.jpg
balliu-mesa-exterior-aluminio-75-cm-dd745448,Balliu,Mesa,ACTIVE,8,7,images_balliu/190-AGATA.jpg | images_balliu/192-AGATA.jpg | images_balliu/193-AGATA.jpg | images_balliu/194-AGATA.jpg | images_balliu/Agata-blanca_Duna-tortola.jpg | images_balliu/Agata_Mila-Aluminio.jpg | images_balliu/agata-mesa-aluminio-800x614-1.jpg
balliu-mesa-exterior-aluminio-75-cm-c0092e17,Balliu,Mesa,DRAFT,8,7,images_balliu/190-AGATA.jpg | images_balliu/192-AGATA.jpg | images_balliu/193-AGATA.jpg | images_balliu/194-AGATA.jpg | images_balliu/Agata-blanca_Duna-tortola.jpg | images_balliu/Agata_Mila-Aluminio.jpg | images_balliu/agata-mesa-aluminio-800x614-1.jpg
balliu-mesa-exterior-aluminio-72-cm-72514f40,Balliu,Mesa,ACTIVE,4,3,images_balliu/188-NORA.jpg | images_balliu/400-NORA.jpg | images_balliu/Nora2.jpg
balliu-sofa-exterior-3-plazas-aluminio-estilo-elegante-62-cm-5e2ef268,Balliu,Sofa,ACTIVE,14,13,images_balliu/Sofa-Olimpia_Mesa-Central-Olimpia-blanco2_c.jpg | images_balliu/Sofa-Olimpia_Mesa-Central-Olimpia-blanco_c.jpg | images_balliu/Sofas-Olimpia_Mesa-central-Olimpia-Tortola2-1.jpg | images_balliu/Sofas-Olimpia_Mesa-central-Olimpia-Tortola_c.jpg | images_balliu/olimpia-1p-aluminio-800x614-1.jpg | images_balliu/olimpia-1p-blanco-800x614-1.jpg | images_balliu/olimpia-1p-tortora-800x614-1.jpg | images_balliu/olimpia-2p-aluminio-800x614-2.jpg | images_balliu/olimpia-2p-blanco-800x614-2.jpg | images_balliu/olimpia-2p-tortora-800x614-2.jpg | images_balliu/sofa-olimpia-3p-aluminio-5000-001-scaled.jpg | images_balliu/sofa-olimpia-3p-blanco-3800-001-scaled.jpg | images_balliu/sofa-olimpia-3p-tortola-1000-001-scaled.jpg
balliu-mesa-auxiliar-exterior-aluminio-54-cm-19d3d0ee,Balliu,Mesa,ACTIVE,11,10,images_balliu/404-OLIMPIA.jpg | images_balliu/Conjunto-Olimpia-Tumbona-y-mesa-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar-y-Cannes.jpg | images_balliu/Mesita-Olimpia-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar_sin-fondo2.jpg | images_balliu/Tumbona-Etna-y-mesa-auxiliar-Olimpia.jpg | images_balliu/Tumbona-y-Mesa-auxiliar-Olimpia_tortola.jpg | images_balliu/conjunto-olimpia-1.jpg | images_balliu/olimpia-mesa-auxiliar-aluminio-800x614-1.jpg | images_balliu/olimpia-mesa-auxiliar-tortola-800x614-1.jpg
balliu-mesa-auxiliar-exterior-aluminio-54-cm-9e2a2ecb,Balliu,Mesa,DRAFT,11,10,images_balliu/404-OLIMPIA.jpg | images_balliu/Conjunto-Olimpia-Tumbona-y-mesa-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar-y-Cannes.jpg | images_balliu/Mesita-Olimpia-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar_sin-fondo2.jpg | images_balliu/Tumbona-Etna-y-mesa-auxiliar-Olimpia.jpg | images_balliu/Tumbona-y-Mesa-auxiliar-Olimpia_tortola.jpg | images_balliu/conjunto-olimpia-1.jpg | images_balliu/olimpia-mesa-auxiliar-aluminio-800x614-1.jpg | images_balliu/olimpia-mesa-auxiliar-tortola-800x614-1.jpg
balliu-mesa-auxiliar-exterior-aluminio-54-cm-5ad43bf2,Balliu,Mesa,DRAFT,11,10,images_balliu/404-OLIMPIA.jpg | images_balliu/Conjunto-Olimpia-Tumbona-y-mesa-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar-y-Cannes.jpg | images_balliu/Mesita-Olimpia-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar_sin-fondo2.jpg | images_balliu/Tumbona-Etna-y-mesa-auxiliar-Olimpia.jpg | images_balliu/Tumbona-y-Mesa-auxiliar-Olimpia_tortola.jpg | images_balliu/conjunto-olimpia-1.jpg | images_balliu/olimpia-mesa-auxiliar-aluminio-800x614-1.jpg | images_balliu/olimpia-mesa-auxiliar-tortola-800x614-1.jpg
balliu-mesa-auxiliar-exterior-aluminio-54-cm-2ad5a2df,Balliu,Mesa,DRAFT,11,10,images_balliu/404-OLIMPIA.jpg | images_balliu/Conjunto-Olimpia-Tumbona-y-mesa-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar-y-Cannes.jpg | images_balliu/Mesita-Olimpia-auxiliar.jpg | images_balliu/Mesita-Olimpia-auxiliar_sin-fondo2.jpg | images_balliu/Tumbona-Etna-y-mesa-auxiliar-Olimpia.jpg | images_balliu/Tumbona-y-Mesa-auxiliar-Olimpia_tortola.jpg | images_balliu/conjunto-olimpia-1.jpg | images_balliu/olimpia-mesa-auxiliar-aluminio-800x614-1.jpg | images_balliu/olimpia-mesa-auxiliar-tortola-800x614-1.jpg
balliu-sofa-exterior-3-plazas-aluminio-estilo-contemporaneo-77-cm-674ab9a1,Balliu,Sofa,ACTIVE,12,11,images_balliu/Balliu-5690-by-mCFalkyphoto-TpSze.jpg | images_balliu/Conjunto-Sofa-Etna2.jpg | images_balliu/Detalle-sofa-Etna2.jpg | images_balliu/Sofa-Etna-blanco-gris2.jpg | images_balliu/Sofa-Etna-individual-blanco-marron2.jpg | images_balliu/etna-1p-aluminio-gris-800x614-1.jpg | images_balliu/etna-1p-blanco-gris-800x614-1.jpg | images_balliu/etna-2p-aluminio-gris-800x614-1.jpg | images_balliu/etna-2p-blanco-gris-800x614-2.jpg | images_balliu/etna-3p-aluminio-gris-800x614-2.jpg | images_balliu/etna-3p-blanco-gris-800x614-2.jpg
balliu-mesa-de-centro-exterior-aluminio-60-cm-510b363e,Balliu,Mesa,ACTIVE,8,7,images_balliu/Balliu_Detalle_MesaCentral-Etna2.jpg | images_balliu/Balliu_MesaCentral-Etna2_blanco_Prado2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg | images_balliu/Balliu_MesaCentral-Etna_blanco_Prado2.jpg | images_balliu/mesa-central-etna-aluminio-hpl-moonwalk-ambiente-001-scaled.jpg | images_balliu/mesa-central-etna-blanco-hpl-blanco-render-000.png | images_balliu/mesa-central-etna-blanco-hpl-gris-render-003.png
balliu-parasol-para-terraza-acrilico-236bd5f0,Balliu,Parasol,ACTIVE,4,5,images_balliu/Cannes-Agora-Gris2.jpg | images_balliu/agora-parasol-800x614-1.jpg | images_balliu/agora-parasol-ambiente-800x614-1.jpg | images_balliu/balliu_parasol-ocean-tejido-acrilico.jpg | images_balliu/nuevas/agora-parasol-800x614-1.jpg
balliu-parasol-para-terraza-82e48b2d,Balliu,Parasol,ACTIVE,4,5,images_balliu/Cannes-Agora-Gris2.jpg | images_balliu/agora-parasol-800x614-1.jpg | images_balliu/agora-parasol-ambiente-800x614-1.jpg | images_balliu/balliu_parasol-agora.jpg | images_balliu/nuevas/agora-parasol-800x614-1.jpg
balliu-parasol-para-terraza-f1ed8b8b,Balliu,Parasol,ACTIVE,4,5,images_balliu/Cannes-Agora-Gris2.jpg | images_balliu/agora-parasol-800x614-1.jpg | images_balliu/agora-parasol-ambiente-800x614-1.jpg | images_balliu/balliu_parasol-agora.jpg | images_balliu/nuevas/agora-parasol-800x614-1.jpg
balliu-parasol-para-terraza-acrilico-c8dd492d,Balliu,Parasol,ACTIVE,4,5,images_balliu/Cannes-Agora-Gris2.jpg | images_balliu/agora-parasol-800x614-1.jpg | images_balliu/agora-parasol-ambiente-800x614-1.jpg | images_balliu/balliu_parasol-ocean-tejido-acrilico.jpg | images_balliu/nuevas/agora-parasol-800x614-1.jpg
balliu-parasol-para-terraza-aluminio-300-cm-3b7e77d1,Balliu,Parasol,ACTIVE,6,5,images_balliu/Atlanta_Vera_Garbi_Noa2.jpg | images_balliu/Balliu_Noa_Arena-natural2.jpg | images_balliu/IMG_1620.jpg | images_balliu/garbi-parasol-800x614-01-scaled.jpg | images_balliu/parasol_garbi_2-scaled.jpg
balliu-parasol-para-terraza-aluminio-300-cm-0ceba8e7,Balliu,Parasol,ACTIVE,4,4,images_balliu/AgataL_Vera_Aura_Sofa-Olimpia_blanco2.jpg | images_balliu/Tumbona-Etna_Mesa-auxiliar-Etna_Brisa2.jpg | images_balliu/brisa-parasol-ambiente-800x614-1.jpg | images_balliu/brisa-parasol-avena-800x614-1.jpg
balliu-parasol-para-terraza-aluminio-300-cm-6c1e1224,Balliu,Parasol,ACTIVE,1,0,
balliu-accesorio-exterior-resina-da11d420,Balliu,Mobiliario exterior,DRAFT,7,7,images_balliu/balliu_mesa-auxiliar-de-resina-noa.jpg | images_balliu/pasarela-arena-800x614-1.jpg | images_balliu/pasarela-arena-ambiente-800x614-1.jpg | images_balliu/pasarela-azul-800x614-1.jpg | images_balliu/pasarela-azul-silla-ruedas-ambiente-800x614-1.jpg | images_balliu/pasarela-blanco-800x614-1.jpg | images_balliu/pasarela-madera-800x614-1.jpg
balliu-accesorio-exterior-resina-df85d2d1,Balliu,Mobiliario exterior,DRAFT,7,7,images_balliu/balliu_mesa-auxiliar-de-resina-noa.jpg | images_balliu/pasarela-arena-800x614-1.jpg | images_balliu/pasarela-arena-ambiente-800x614-1.jpg | images_balliu/pasarela-azul-800x614-1.jpg | images_balliu/pasarela-azul-silla-ruedas-ambiente-800x614-1.jpg | images_balliu/pasarela-blanco-800x614-1.jpg | images_balliu/pasarela-madera-800x614-1.jpg
balliu-colchoneta-para-tumbona-0e9a3256,Balliu,Tumbona,ACTIVE,4,4,images_balliu/260-COLCHONETA.jpg | images_balliu/261-COLCHONETA.jpg | images_balliu/262-COLCHONETA.jpg | images_balliu/balliu_colchoneta-para-tumbona.jpg
balliu-mobiliario-exterior-resina-28-cm-6264905d,Balliu,Mobiliario exterior,ACTIVE,7,6,images_balliu/weguard-caja-de-seguridad-arena-800x614-1.jpg | images_balliu/weguard-caja-de-seguridad-blanco-800x614-1.jpg | images_balliu/weguard-caja-de-seguridad-blanco-ambiente-800x614-1.jpg | images_balliu/weguard-caja-de-seguridad-bronce-800x614-1.jpg | images_balliu/weguard-caja-de-seguridad-gris-oscuro-800x614-1.jpg | images_balliu/weguard-caja-de-seguridad-tortola-800x614-1.jpg
balliu-pie-de-parasol-c2147052,Balliu,Parasol,ACTIVE,7,7,images_balliu/Balliu-5672-by-mCFalkyphoto-TpSze-1.jpg | images_balliu/balliu_base-de-hormigon-para-parasol.jpg | images_balliu/base-40_1.jpg | images_balliu/base-40_2.jpg | images_balliu/base-40_3.jpg | images_balliu/base-40_4.jpg | images_balliu/base-40_5.jpg
balliu-base-de-parasol-3ee8b72d,Balliu,Parasol,ACTIVE,1,2,images_balliu/balliu_base-de-hormigon-para-parasol.jpg | images_balliu/base-hormigon-parasol.jpg
balliu-funda-protectora-exterior-686cc405,Balliu,Funda,ACTIVE,1,2,images_balliu/balliu_funda-protectora-para-2-tumbonas.jpg | images_balliu/funda-tumbona-2u-gris-800x614-1.jpg
balliu-funda-protectora-exterior-acrilico-a1c16324,Balliu,Funda,ACTIVE,1,2,images_balliu/balliu_funda-protectora-para-2-tumbonas.jpg | images_balliu/funda-tumbona-2u-gris-800x614-1.jpg
balliu-funda-protectora-exterior-6f6d4953,Balliu,Funda,ACTIVE,1,2,images_balliu/balliu_funda-protectora-para-2-tumbonas.jpg | images_balliu/funda-sofa-1p-800x614-1.jpg
balliu-funda-protectora-exterior-340b2844,Balliu,Funda,ACTIVE,1,2,images_balliu/balliu_funda-protectora-para-2-tumbonas.jpg | images_balliu/funda-silla-800x614-1.jpg
balliu-cojin-exterior-523e5ae9,Balliu,Accesorio,DRAFT,0,0,
balliu-limpiador-para-mobiliario-exterior-d0d3fc26,Balliu,Accesorio,DRAFT,1,2,images_balliu/balliu_limpiador-para-tumbona.jpg | images_balliu/limpiador-minea-deck-defender-750ml-2.jpg
balliu-silla-exterior-con-brazos-resina-estilo-funcional-94b6e5b5-2,Balliu,Silla,DRAFT,7,7,images_balliu/Balliu_Mesa_Altea_blanca_ambiente2.jpg | images_balliu/Balliu_Mesa_Altea_plegable.jpg | images_balliu/Bruna-brazos-blanca2.jpg | images_balliu/Mesa-Eva-Pro-Mini-Tortola_Silla-Bruna-brazos2.jpg | images_balliu/balliu_silla-de-resina-con-reposabrazos-bruna.jpg | images_balliu/bruna-silla-brazos-blanco-800x614-1.jpg | images_balliu/bruna-silla-brazos-tortola-800x614-1.jpg
balliu-mesa-alta-exterior-hpl-a3352658-2,Balliu,Mesa,DRAFT,5,5,images_balliu/182-CAPRI-ALTA.jpg | images_balliu/399-CAPRI-ALTA.jpg | images_balliu/Capri-alta_Taburete-Etna2.jpg | images_balliu/balliu_mesa-de-aluminio-capri-alta.jpg | images_balliu/capri-mesa-alta-aluminio-800x614-1.jpg
parasol-cuadrado-200x200,santavila,Parasol,ACTIVE,1,2,images_balliu/agora-parasol-800x614-1.jpg | images_balliu/nuevas/agora-parasol-800x614-1.jpg
tumbona-carmen-tablillas,santavila,Tumbona,ACTIVE,1,1,images_balliu/nuevas/carmen-t-blanco-800x614-1.jpg
tumbona-lola-tablillas,santavila,Tumbona,ACTIVE,1,1,images_balliu/nuevas/lola-t-tumbona-blanco-800x614-2.jpg
mesa-de-centro-exterior-aluminio-hpl-gd-110x60,santavila,Mesa,DRAFT,0,0,
mesa-auxiliar-exterior-aluminio-hpl-gd-45x45-etna,santavila,Mesa,DRAFT,0,0,
mesa-auxiliar-exterior-aluminio-werzalit-60-etna,santavila,Mesa,DRAFT,0,0,
mesa-exterior-aluminio-hpl-120x80-capri-doble,santavila,Mesa,ACTIVE,1,1,images_balliu/nuevas/capri-mesa-doble-aluminio-800x614-1.jpg
mesa-exterior-aluminio-hpl-gd-brunei,santavila,Mesa,DRAFT,0,0,
mesa-extensible-exterior-aluminio-hpl-gd-java,santavila,Mesa,DRAFT,0,0,
mesa-exterior-aluminio-hpl-gd-capri,santavila,Mesa,DRAFT,0,0,
mesa-exterior-aluminio-hpl-gd-120x80-capri-doble,santavila,Mesa,DRAFT,0,0,
mesa-exterior-aluminio-altea-extras,santavila,Mesa,DRAFT,0,0,
mesa-exterior-aluminio-agata-extras,santavila,Mesa,DRAFT,0,0,
silla-exterior-resina-bruna-precio-alto-pendiente,santavila,Silla,DRAFT,0,0,
