Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Cost per item
brunei-mesa,Mesa exterior aluminio,"<p>La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.</p>
<p>El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.</p>
<ul>
  <li>Tablero</li>
  <li>HPL</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, brunei",TRUE,Configuracion,80X80 Tablero Hpl,BALLIU_BRUNEI_MESA_80X80_TABLERO_HP_EF580AE2,0,shopify,0,deny,manual,257.19,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg,1,Mesa exterior aluminio,FALSE,Mesa exterior aluminio,"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad. El tablero, fabricado en HPL y altamente resiste, está disponibl",active,
brunei-mesa,,,,,,,,Configuracion,80X80 Tablero Hpl Gd,BALLIU_BRUNEI_MESA_80X80_TABLERO_HP_FCE3B8BD,0,shopify,0,deny,manual,290.22,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,130X80 Tablero Hpl,BALLIU_BRUNEI_MESA_130X80_TABLERO_H_DF7C872B,0,shopify,0,deny,manual,342.68,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,130X80 Tablero Hpl Gd,BALLIU_BRUNEI_MESA_130X80_TABLERO_H_5068224E,0,shopify,0,deny,manual,396.09,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,160X90 Tablero Hpl,BALLIU_BRUNEI_MESA_160X90_TABLERO_H_11303F43,0,shopify,0,deny,manual,412.95,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,160X90 Tablero Hpl Gd,BALLIU_BRUNEI_MESA_160X90_TABLERO_H_C39E3349,0,shopify,0,deny,manual,479.59,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,190X90 Tablero Hpl,BALLIU_BRUNEI_MESA_190X90_TABLERO_H_4D2D1E60,0,shopify,0,deny,manual,506.65,,TRUE,TRUE,,,,FALSE,,,active,
brunei-mesa,,,,,,,,Configuracion,190X90 Tablero Hpl Gd,BALLIU_BRUNEI_MESA_190X90_TABLERO_H_7FCC116E,0,shopify,0,deny,manual,603.50,,TRUE,TRUE,,,,FALSE,,,active,
atlanta-mesa,Mesa exterior,<p>Atlanta Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa, atlanta",TRUE,Configuracion,240X90 Tablero Hpl,BALLIU_ATLANTA_MESA_240X90_TABLERO_H_78358691,0,shopify,0,deny,manual,689.00,,TRUE,TRUE,,,,FALSE,Mesa exterior,Atlanta Mesa,active,
atlanta-mesa,,,,,,,,Configuracion,240X90 Tablero Hpl Gd,BALLIU_ATLANTA_MESA_240X90_TABLERO_H_D4E471C5,0,shopify,0,deny,manual,694.04,,TRUE,TRUE,,,,FALSE,,,active,
atlanta-mesa,,,,,,,,Configuracion,140/180X90 Extensible,BALLIU_ATLANTA_MESA_140_180X90_EXTEN_E4EC7D7C,0,shopify,0,deny,manual,789.72,,TRUE,TRUE,,,,FALSE,,,active,
atlanta-mesa,,,,,,,,Configuracion,200/260X100 Extensible,BALLIU_ATLANTA_MESA_200_260X100_EXTE_9D798E50,0,shopify,0,deny,manual,1035.01,,TRUE,TRUE,,,,FALSE,,,active,
mesa-java,Mesa exterior,<p>Mesa Java</p>,Balliu,,Mesa,"balliu, exterior, mesa, java",TRUE,Configuracion,140/180X100 Extensible Hpl,BALLIU_MESA_JAVA_140_180X100_EXTE_8E073AAB,0,shopify,0,deny,manual,975.21,,TRUE,TRUE,,,,FALSE,Mesa exterior,Mesa Java,active,
mesa-java,,,,,,,,Configuracion,140/180X100 Extensible Hpl Gd,BALLIU_MESA_JAVA_140_180X100_EXTE_E5E3BB40,0,shopify,0,deny,manual,987.56,,TRUE,TRUE,,,,FALSE,,,active,
mesa-java,,,,,,,,Configuracion,200/260X100 Extensible Hpl,BALLIU_MESA_JAVA_200_260X100_EXTE_23187EA9,0,shopify,0,deny,manual,1250.19,,TRUE,TRUE,,,,FALSE,,,active,
mesa-java,,,,,,,,Configuracion,200/260X100 Extensible Hpl Gd,BALLIU_MESA_JAVA_200_260X100_EXTE_4A63BE2F,0,shopify,0,deny,manual,1423.37,,TRUE,TRUE,,,,FALSE,,,active,
diam-70-mesa-alta,Mesa alta exterior,<p>Diam. 70 Mesa Alta</p>,Balliu,,Mesa,"balliu, exterior, mesa, diam",TRUE,Configuracion,Tablero Hpl,BALLIU_DIAM_70_MESA_ALTA_TABLERO_HPL_45C511E9,0,shopify,0,deny,manual,273.99,,TRUE,TRUE,,,,FALSE,Mesa alta exterior,Diam. 70 Mesa Alta,active,
diam-70-mesa-alta,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_DIAM_70_MESA_ALTA_TABLERO_HPL_GD_F99491CE,0,shopify,0,deny,manual,279.99,,TRUE,TRUE,,,,FALSE,,,active,
diam-70-mesa,Mesa exterior,<p>Diam. 70 Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa, diam",TRUE,Configuracion,Tablero Hpl,BALLIU_DIAM_70_MESA_TABLERO_HPL_451E7BA8,0,shopify,0,deny,manual,187.58,,TRUE,TRUE,,,,FALSE,Mesa exterior,Diam. 70 Mesa,active,
diam-70-mesa,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_DIAM_70_MESA_TABLERO_HPL_GD_3ADFE773,0,shopify,0,deny,manual,208.21,,TRUE,TRUE,,,,FALSE,,,active,
diam-80-mesa,Mesa exterior,<p>Diam. 80 Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa, diam",TRUE,Configuracion,Tablero Hpl,BALLIU_DIAM_80_MESA_TABLERO_HPL_65E3CA13,0,shopify,0,deny,manual,207.97,,TRUE,TRUE,,,,FALSE,Mesa exterior,Diam. 80 Mesa,active,
diam-80-mesa,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_DIAM_80_MESA_TABLERO_HPL_GD_1B4F3962,0,shopify,0,deny,manual,235.95,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,Mesa exterior aluminio,"<p>La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.</p>
<p>El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.</p>
<ul>
  <li>Tablero</li>
  <li>Aluminio cepillado</li>
  <li>HPL</li>
</ul>
<p><strong>Dimensiones:</strong> Peso: 24,7 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, capri",TRUE,Configuracion,Diam. 90 Table Hpl Table Top,BALLIU_CAPRI_MESA_DIAM_90_TABLE_HP_22901F1B,0,shopify,0,deny,manual,209.41,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg,1,Mesa exterior aluminio,FALSE,Mesa exterior aluminio,"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia. El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con t",active,
capri-mesa,,,,,,,,Configuracion,Diam. 90 Table Hpl Table Top Gd,BALLIU_CAPRI_MESA_DIAM_90_TABLE_HP_6C6DFD1C,0,shopify,0,deny,manual,237.88,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,70X70 Pie Simple Tablero Hpl,BALLIU_CAPRI_MESA_70X70_PIE_SIMPLE_724B0DB0,0,shopify,0,deny,manual,203.29,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,70X70 Pie Simple Tablero Hpl Gd,BALLIU_CAPRI_MESA_70X70_PIE_SIMPLE_A0A23F40,0,shopify,0,deny,manual,232.21,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,80X80 Pie Simple Tablero Hpl,BALLIU_CAPRI_MESA_80X80_PIE_SIMPLE_2A80CB3A,0,shopify,0,deny,manual,218.28,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,80X80 Pie Simple Tablero Hpl Gd,BALLIU_CAPRI_MESA_80X80_PIE_SIMPLE_8CA835FF,0,shopify,0,deny,manual,228.90,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,120X80 Pie Doble Tablero Hpl,BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_5C848C82,0,shopify,0,deny,manual,285.53,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,120X80 Pie Doble Tablero Hpl Gd,BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_798DCADF,0,shopify,0,deny,manual,334.63,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,120X80 Pie Doble alto Tablero Hpl,BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_3C3BF077,0,shopify,0,deny,manual,325.10,,TRUE,TRUE,,,,FALSE,,,active,
capri-mesa,,,,,,,,Configuracion,120X80 Pie Doble alto Tablero Hpl Gd,BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_05C442CF,0,shopify,0,deny,manual,358.03,,TRUE,TRUE,,,,FALSE,,,active,
60x60-mesa-alta,Mesa alta exterior,<p>60X60 Mesa Alta</p>,Balliu,,Mesa,"balliu, exterior, mesa, 60x60",TRUE,Configuracion,Tablero Hpl Gd,BALLIU_60X60_MESA_ALTA_TABLERO_HPL_GD_A3352658,0,shopify,0,deny,manual,245.33,,TRUE,TRUE,,,,FALSE,Mesa alta exterior,60X60 Mesa Alta,active,
60x60-mesa-alta,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_60X60_MESA_ALTA_TABLERO_HPL_GD_A3352658,0,shopify,0,deny,manual,263.01,,TRUE,TRUE,,,,FALSE,,,active,
70x70-mesa-alta,Mesa alta exterior,<p>70X70 Mesa Alta</p>,Balliu,,Mesa,"balliu, exterior, mesa, 70x70",TRUE,Configuracion,Tablero Hpl,BALLIU_70X70_MESA_ALTA_TABLERO_HPL_94512EAB,0,shopify,0,deny,manual,283.88,,TRUE,TRUE,,,,FALSE,Mesa alta exterior,70X70 Mesa Alta,active,
70x70-mesa-alta,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_70X70_MESA_ALTA_TABLERO_HPL_GD_5D74130E,0,shopify,0,deny,manual,317.28,,TRUE,TRUE,,,,FALSE,,,active,
sofia-mesa,Mesa exterior,<p>Sofia Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa, sofia",TRUE,Configuracion,70X70 Tablero Hpl,BALLIU_SOFIA_MESA_70X70_TABLERO_HP_9D14E31F,0,shopify,0,deny,manual,178.35,,TRUE,TRUE,,,,FALSE,Mesa exterior,Sofia Mesa,active,
sofia-mesa,,,,,,,,Configuracion,70X70 Tablero Hpl Gd,BALLIU_SOFIA_MESA_70X70_TABLERO_HP_146F72CA,0,shopify,0,deny,manual,177.50,,TRUE,TRUE,,,,FALSE,,,active,
sofia-mesa,,,,,,,,Configuracion,80X80 Tablero Hpl,BALLIU_SOFIA_MESA_80X80_TABLERO_HP_1A2FE7B5,0,shopify,0,deny,manual,186.98,,TRUE,TRUE,,,,FALSE,,,active,
sofia-mesa,,,,,,,,Configuracion,80X80 Tablero Hpl Gd,BALLIU_SOFIA_MESA_80X80_TABLERO_HP_96593887,0,shopify,0,deny,manual,206.53,,TRUE,TRUE,,,,FALSE,,,active,
sofia-mesa,,,,,,,,Configuracion,70X70 Hpl,BALLIU_SOFIA_MESA_70X70_HPL_F6074154,0,shopify,0,deny,manual,226.39,,TRUE,TRUE,,,,FALSE,,,active,
altea-mesa,Mesa exterior aluminio,"<p>La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.</p>
<p>El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.</p>
<ul>
  <li>Tablero</li>
  <li>HPL</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Alto: 74 cm | Peso: N/D kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, altea",TRUE,Configuracion,70 X 70 Hpl Gd,BALLIU_ALTEA_MESA_70_X_70_HPL_GD_1B61E6B6,0,shopify,0,deny,manual,258.36,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg,1,Mesa exterior aluminio,FALSE,Mesa exterior aluminio,"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad. El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistenc",active,
altea-mesa,,,,,,,,Configuracion,80 X 80 Hpl,BALLIU_ALTEA_MESA_80_X_80_HPL_A05618AD,0,shopify,0,deny,manual,226.79,,TRUE,TRUE,,,,FALSE,,,active,
altea-mesa,,,,,,,,Configuracion,80 X 80 Hpl Gd,BALLIU_ALTEA_MESA_80_X_80_HPL_GD_0A3EE957,0,shopify,0,deny,manual,258.75,,TRUE,TRUE,,,,FALSE,,,active,
altea-mesa,,,,,,,,Configuracion,Diam. 80 Hpl,BALLIU_ALTEA_MESA_DIAM_80_HPL_50525E0B,0,shopify,0,deny,manual,205.19,,TRUE,TRUE,,,,FALSE,,,active,
altea-mesa,,,,,,,,Configuracion,Diam. 80 Hpl Gd,BALLIU_ALTEA_MESA_DIAM_80_HPL_GD_B06218CA,0,shopify,0,deny,manual,211.05,,TRUE,TRUE,,,,FALSE,,,active,
altea-mesa,,,,,,,,Configuracion,120 X 80 Hpl,BALLIU_ALTEA_MESA_120_X_80_HPL_BF75A33D,0,shopify,0,deny,manual,361.89,,TRUE,TRUE,,,,FALSE,,,active,
agata-mesa,Mesa exterior aluminio | 75 cm,"<p>La mesa Agata destaca por su diseño equilibrado y atemporal. Su estructura de aluminio endurecido y base de acero proporcionan una gran resistencia, mientras que los tapones reguladores permiten ajustar la estabilidad.</p>
<p>El tablero presenta un elegante patrón de rallas, mientras que las esquinas redondeadas suavizan su estética. La estructura cilíndrica complementa el conjunto, brindando un diseño sólido y elegante.</p>
<ul>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 75 cm | Ancho: 75 cm | Alto: 74 cm | Peso: 20 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, agata",TRUE,Configuracion,120 X 80 Hpl Gd,BALLIU_AGATA_MESA_120_X_80_HPL_GD_D7AB6E04,0,shopify,0,deny,manual,368.60,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/agata-mesa-aluminio-800x614-1.jpg,1,Mesa exterior aluminio | 75 cm,FALSE,Mesa exterior aluminio | 75 cm,"La mesa Agata destaca por su diseño equilibrado y atemporal. Su estructura de aluminio endurecido y base de acero proporcionan una gran resistencia, mientras que los tapones reguladores permiten ajustar la estabilidad. El tablero presenta un elegante patrón de rallas, mientras que las esquinas redondeadas suavizan su e",active,
agata-mesa,,,,,,,,Configuracion,70X70 Encimera aluminio,BALLIU_AGATA_MESA_70X70_ENCIMERA_A_DD745448,0,shopify,0,deny,manual,186.62,,TRUE,TRUE,,,,FALSE,,,active,
agata-mesa,,,,,,,,Configuracion,180 X 90 Encimera aluminio,BALLIU_AGATA_MESA_180_X_90_ENCIMER_C0092E17,0,shopify,0,deny,manual,270.76,,TRUE,TRUE,,,,FALSE,,,active,
nora-mesa,Mesa exterior aluminio | 72 cm,"<p>La mesa Nora se distingue por su diseño simple y orgánico. Fabricada con una estructura y tablero de aluminio endurecido, junto con una base de acero y tornillería en acero inoxidable, ofrece una excelente resistencia y durabilidad.</p>
<p>Su pintura con acabado texturizado resalta el material, añadiendo un toque distintivo. Los tapones graduables en la base mejoran la estabilidad, permitiendo un ajuste preciso en superﬁcies irregulares.</p>
<ul>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 72 cm | Ancho: 72 cm | Alto: 74 cm | Peso: 17 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, nora",TRUE,Configuracion,Diametro 70 Aluminio,BALLIU_NORA_MESA_DIAMETRO_70_ALUM_72514F40,0,shopify,0,deny,manual,120.39,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/nora-mesa-blanco-800x614-1.jpg,1,Mesa exterior aluminio | 72 cm,FALSE,Mesa exterior aluminio | 72 cm,"La mesa Nora se distingue por su diseño simple y orgánico. Fabricada con una estructura y tablero de aluminio endurecido, junto con una base de acero y tornillería en acero inoxidable, ofrece una excelente resistencia y durabilidad. Su pintura con acabado texturizado resalta el material, añadiendo un toque distintivo.",active,
olimpia-sofa,Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm,"<p>El sofá Olimpia destaca por su diseño atemporal, con líneas rectas que aportan un estilo elegante a cualquier espacio. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza máxima resistencia y durabilidad.</p>
<p>Pensado para quienes buscan ﬁrmeza y estabilidad, sus cojines están rellenos de espuma Dryfeel. Esto permite su uso en exteriores sin necesidad de protección, aportando una mayor resistencia a la intemperie. Disponible en versiones de 1, 2 y 3 plazas, se adapta a distintos espacios.</p>
<ul>
  <li>Tejido Balliu</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 62, Doble:126, Triple:184 cm | Ancho: 62 cm | Alto: 73 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg</p>",Balliu,,Sofa,"balliu, exterior, sofa, olimpia",TRUE,Configuracion,Individual Tela Balliu,BALLIU_OLIMPIA_SOFA_INDIVIDUAL_TELA__5E2EF268,0,shopify,0,deny,manual,279.44,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/2019_jmf3615_v2.jpg,1,Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm,FALSE,Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm,"El sofá Olimpia destaca por su diseño atemporal, con líneas rectas que aportan un estilo elegante a cualquier espacio. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza máxima resistencia y durabilidad. Pensado para quienes buscan ﬁrmeza y estabilidad, sus cojines están rellenos de espu",active,
olimpia-sofa,,,,,,,,Configuracion,Doble Tela Balliu,BALLIU_OLIMPIA_SOFA_DOBLE_TELA_BALLI_4C82D31E,0,shopify,0,deny,manual,356.97,,TRUE,TRUE,,,,FALSE,,,active,
olimpia-sofa,,,,,,,,Configuracion,Triple Tela Balliu,BALLIU_OLIMPIA_SOFA_TRIPLE_TELA_BALL_CACE2317,0,shopify,0,deny,manual,534.41,,TRUE,TRUE,,,,FALSE,,,active,
olimpia-mesa-auxiliar,Mesa auxiliar exterior aluminio | 54 cm,"<p>La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.</p>
<p>El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.</p>
<ul>
  <li>Tejido Balliu</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, olimpia",TRUE,Configuracion,Central tablero Hpl,BALLIU_OLIMPIA_MESA_AUXILIA_CENTRAL_TABLERO__19D3D0EE,0,shopify,0,deny,manual,122.04,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg,1,Mesa auxiliar exterior aluminio | 54 cm,FALSE,Mesa auxiliar exterior aluminio | 54 cm,"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad. El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade pr",active,
olimpia-mesa-auxiliar,,,,,,,,Configuracion,Central tablero Hpl Gd,BALLIU_OLIMPIA_MESA_AUXILIA_CENTRAL_TABLERO__9E2A2ECB,0,shopify,0,deny,manual,130.35,,TRUE,TRUE,,,,FALSE,,,active,
olimpia-mesa-auxiliar,,,,,,,,Configuracion,Esquinera tablero Hpl,BALLIU_OLIMPIA_MESA_AUXILIA_ESQUINERA_TABLER_5AD43BF2,0,shopify,0,deny,manual,123.32,,TRUE,TRUE,,,,FALSE,,,active,
olimpia-mesa-auxiliar,,,,,,,,Configuracion,Esquinera tablero Hpl Gd,BALLIU_OLIMPIA_MESA_AUXILIA_ESQUINERA_TABLER_2AD5A2DF,0,shopify,0,deny,manual,136.79,,TRUE,TRUE,,,,FALSE,,,active,
etna-sofa,Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm,"<p>El sofá Etna combina elegancia y confort para crear un espacio de descanso al aire libre. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza resistencia y durabilidad.</p>
<p>Con reposabrazos integrados, respaldo inclinado y patas traseras inclinadas, ofrece una estética relajada y acogedora. Disponible en 1, 2 y 3 plazas, se adapta a diferentes espacios y necesidades. Además, gracias a su combinación de materiales, el sofá ofrece un extra de confort. Para alargar su vida útil, se recomienda su uso en zonas cubiertas o protegidas de la lluvia.</p>
<ul>
  <li>Tejido acrílico</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 68, Doble: 126, Triple: 184 cm | Ancho: 77 cm | Alto: 96 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg</p>",Balliu,,Sofa,"balliu, exterior, sofa, etna",TRUE,Configuracion,Individual Acrílico,BALLIU_ETNA_SOFA_INDIVIDUAL_ACRIL_674AB9A1,0,shopify,0,deny,manual,367.06,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/07/Balliu-5690-by-mCFalkyphoto-TpSze.jpg,1,Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm,FALSE,Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm,"El sofá Etna combina elegancia y confort para crear un espacio de descanso al aire libre. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza resistencia y durabilidad. Con reposabrazos integrados, respaldo inclinado y patas traseras inclinadas, ofrece una estética relajada y acogedora. D",active,
etna-sofa,,,,,,,,Configuracion,Doble Acrílico,BALLIU_ETNA_SOFA_DOBLE_ACRILICO_AED77E2A,0,shopify,0,deny,manual,611.77,,TRUE,TRUE,,,,FALSE,,,active,
etna-sofa,,,,,,,,Configuracion,Triple Acrílico,BALLIU_ETNA_SOFA_TRIPLE_ACRILICO_E58D825A,0,shopify,0,deny,manual,837.52,,TRUE,TRUE,,,,FALSE,,,active,
etna-mesa-central,Mesa de centro exterior aluminio | 60 cm,"<p>La mesa Etna central mantiene la esencia de la familia Etna. Su diseño simple y limpio, con líneas rectas y equilibradas, le aporta un estilo elegante y atemporal.</p>
<p>Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y estabilidad. Su tablero de HPL, altamente duradero, facilita combinaciones versatiles para cualquier entorno. La Etna central es soﬁsticada y funcional, ideal para combinar con otros elementos de la familia Etna.</p>
<ul>
  <li>Tablero</li>
  <li>HPL</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, etna",TRUE,Configuracion,Tablero Hpl,BALLIU_ETNA_MESA_CENTRAL_TABLERO_HPL_510B363E,0,shopify,0,deny,manual,194.70,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg,1,Mesa de centro exterior aluminio | 60 cm,FALSE,Mesa de centro exterior aluminio | 60 cm,"La mesa Etna central mantiene la esencia de la familia Etna. Su diseño simple y limpio, con líneas rectas y equilibradas, le aporta un estilo elegante y atemporal. Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y estabilidad. Su tablero de HPL, altamente duradero, facilita c",active,
etna-mesa-central,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_ETNA_MESA_CENTRAL_TABLERO_HPL_GD_BC53F712,0,shopify,0,deny,manual,226.66,,TRUE,TRUE,,,,FALSE,,,active,
parasol,Parasol para terraza,<p>Parasol</p>,Balliu,,Parasol,"balliu, exterior, parasol",TRUE,Configuracion,tela acrílica,BALLIU_PARASOL_TELA_ACRILICA_236BD5F0,0,shopify,0,deny,manual,221.96,,TRUE,TRUE,,,,FALSE,Parasol para terraza,Parasol,active,
parasol,,,,,,,,Configuracion,tela Balliu,BALLIU_PARASOL_TELA_BALLIU_82E48B2D,0,shopify,0,deny,manual,206.48,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela acrílica,BALLIU_PARASOL_TELA_ACRILICA_236BD5F0,0,shopify,0,deny,manual,213.86,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela Balliu,BALLIU_PARASOL_TELA_BALLIU_82E48B2D,0,shopify,0,deny,manual,163.38,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela Balliu 250 cm.,BALLIU_PARASOL_TELA_BALLIU_250__F1ED8B8B,0,shopify,0,deny,manual,204.95,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela acrílica 250 cm.,BALLIU_PARASOL_TELA_ACRILICA_25_C8DD492D,0,shopify,0,deny,manual,222.76,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela acrílica,BALLIU_PARASOL_TELA_ACRILICA_236BD5F0,0,shopify,0,deny,manual,228.96,,TRUE,TRUE,,,,FALSE,,,active,
parasol,,,,,,,,Configuracion,tela Balliu,BALLIU_PARASOL_TELA_BALLIU_82E48B2D,0,shopify,0,deny,manual,217.14,,TRUE,TRUE,,,,FALSE,,,active,
