Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Cost per item
alma-cama-balinesa,Cama balinesa exterior aluminio · estilo minimalista | 198 cm,"<p>La cama balinesa Alma cuenta con un diseño minimalista que aporta un aire soﬁsticado a cualquier espacio exterior. Su estructura de aluminio de líneas rectas y depuradas crea una estética moderna y atemporal, ideal para ambientes exclusivos.</p>
<p>Pensada para el máximo confort, cuenta con cubierta integrada y dos respaldos independientes ajustables en cinco posiciones. Su colchón de espuma está disponible con cubierta de tejido náutico o oleﬁna. Disponible en dos combinaciones. Cojines no incluídos.</p>
<ul>
  <li>Conjunto blanco</li>
  <li>Conjunto gris</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 205 cm | Ancho: 198 cm | Alto: 200 cm | Peso: 77 kg</p>",Balliu,,Cama balinesa,"balliu, exterior, cama balinesa, alma",TRUE,Configuracion,Tela Nautica,BALLIU_ALMA_CAMA_BALINESA_TELA_NAUTICA_DCAF71D8,0,shopify,0,deny,manual,1510.81,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2021/02/alma-cama-balinesa-blanco-800x614-2.jpg,1,Cama balinesa exterior aluminio · estilo minimalista | 198 cm,FALSE,Cama balinesa exterior aluminio · estilo minimalista | 198 cm,"La cama balinesa Alma cuenta con un diseño minimalista que aporta un aire soﬁsticado a cualquier espacio exterior. Su estructura de aluminio de líneas rectas y depuradas crea una estética moderna y atemporal, ideal para ambientes exclusivos. Pensada para el máximo confort, cuenta con cubierta integrada y dos respaldos",active,
etna-silla,Silla exterior aluminio · estilo elegante | 56 cm,"<p>La silla Etna es un auténtico icono de Balliu, reconocida por su diseño clásico y versátil, que se adapta a cualquier espacio exterior. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza una gran resistencia y durabilidad, manteniendo, a la vez, un peso ligero.</p>
<p>Con un estilo elegante y funcional, su diseño de líneas sutilmente curvadas aporta un extra de confort. Incluye reposabrazos integrados para una mejor experiencia y tejido sustituible.</p>
<ul>
  <li>Tejido Balliu</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 53 cm | Ancho: 56 cm | Alto: 100 cm | Peso: N/D kg</p>",Balliu,,Silla,"balliu, exterior, silla, etna",TRUE,Configuracion,Taburete Etna aluminio,BALLIU_ETNA_SILLA_TABURETE_ETNA_AL_A66B4A0A,0,shopify,0,deny,manual,100.25,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2024/11/silla-etna-800x614-2.jpg,1,Silla exterior aluminio · estilo elegante | 56 cm,FALSE,Silla exterior aluminio · estilo elegante | 56 cm,"La silla Etna es un auténtico icono de Balliu, reconocida por su diseño clásico y versátil, que se adapta a cualquier espacio exterior. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza una gran resistencia y durabilidad, manteniendo, a la vez, un peso ligero. Con un estilo elegante y f",active,
etna-silla,,,,,,,,Configuracion,Con Brazos,BALLIU_ETNA_SILLA_CON_BRAZOS_5C88BD77,0,shopify,0,deny,manual,97.71,,TRUE,TRUE,,,,FALSE,,,active,
etna-silla,,,,,,,,Configuracion,Alta Con Brazos,BALLIU_ETNA_SILLA_ALTA_CON_BRAZOS_EAF4A34A,0,shopify,0,deny,manual,102.17,,TRUE,TRUE,,,,FALSE,,,active,
duna-silla,Silla exterior resina · estilo minimalista,"<p>La silla Duna destaca por su diseño minimalista y funcional, adaptándose con facilidad a una gran variedad de espacios. Su estructura de resina de polipropileno, reforzada con ﬁbra de vidrio, le proporciona una excelente resistencia y durabilidad.</p>
<p>Su diseño ligero y apilable facilita su almacenamiento y movilidad, ofreciendo una solución práctica sin renunciar a la estética. Con líneas limpias y elementos mínimos, la Duna combina versatilidad y sencillez, integrándose armoniosamente en cualquier ambiente.</p>
<ul>
  <li>Resina mate</li>
</ul>
<p><strong>Dimensiones:</strong> Peso: N/D kg</p>",Balliu,,Silla,"balliu, exterior, silla, duna",TRUE,Configuracion,Blanca,BALLIU_DUNA_SILLA_BLANCA_484CBEA0,0,shopify,0,deny,manual,41.58,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2025/03/duna-silla-blanco-800x614-1.jpg,1,Silla exterior resina · estilo minimalista,FALSE,Silla exterior resina · estilo minimalista,"La silla Duna destaca por su diseño minimalista y funcional, adaptándose con facilidad a una gran variedad de espacios. Su estructura de resina de polipropileno, reforzada con ﬁbra de vidrio, le proporciona una excelente resistencia y durabilidad. Su diseño ligero y apilable facilita su almacenamiento y movilidad, ofre",active,
duna-silla,,,,,,,,Configuracion,Color negro / Tortora,BALLIU_DUNA_SILLA_COLOR_NEGRO_TORT_611D28CC,0,shopify,0,deny,manual,43.92,,TRUE,TRUE,,,,FALSE,,,active,
bimba-silla,Silla exterior resina · estilo clásico | 57 cm,"<p>La Bimba destaca por su diseño clásico y funcional, perfecta para cualquier espacio exterior. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia y durabilidad.</p>
<p>Pensada para ofrecer una experiencia cómoda y práctica, cuenta con reposabrazos anchos que mejoran la ergonomía. Su diseño apilable permite optimizar el espacio y gracias a su combinación de simplicidad y resistencia, es la opción ideal para quienes buscan funcionalidad y estilo.</p>
<ul>
  <li>Resina mate</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 52 cm | Ancho: 57 cm | Alto: 80,5 cm | Peso: N/D kg</p>",Balliu,,Silla,"balliu, exterior, silla, bimba",TRUE,Configuracion,Blanca,BALLIU_BIMBA_SILLA_BLANCA_8164CC65,0,shopify,0,deny,manual,54.81,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2025/01/silla-bimba-blanco-001.jpg,1,Silla exterior resina · estilo clásico | 57 cm,FALSE,Silla exterior resina · estilo clásico | 57 cm,"La Bimba destaca por su diseño clásico y funcional, perfecta para cualquier espacio exterior. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia y durabilidad. Pensada para ofrecer una experiencia cómoda y práctica, cuenta con reposabrazos anchos que mejoran la ergonomía. Su dis",active,
bimba-silla,,,,,,,,Configuracion,Negra,BALLIU_BIMBA_SILLA_NEGRA_5F329445,0,shopify,0,deny,manual,55.63,,TRUE,TRUE,,,,FALSE,,,active,
selva-silla,Silla exterior resina · estilo funcional,"<p>La silla Selva es la opción ideal para quienes buscan funcionalidad y simplicidad en una pieza clásica y atemporal. Su estructura de resina de polipropileno reforzada con carga mineral la convierte en una opción altamente resistente y duradera.</p>
<p>Con un sistema de drenaje en el respaldo y el asiento, garantiza su rendimiento en todo tipo de condiciones. Apilable y ligera, su diseño ha sido optimizado para ofrecer mayor resistencia en comparación con otros modelos del mercado.</p>
<ul>
  <li>Resina Classic</li>
</ul>",Balliu,,Silla,"balliu, exterior, silla, selva",TRUE,Configuracion,Blanca,BALLIU_SELVA_SILLA_BLANCA_0B607EC7,0,shopify,0,deny,manual,17.17,,TRUE,TRUE,,,,FALSE,Silla exterior resina · estilo funcional,"La silla Selva es la opción ideal para quienes buscan funcionalidad y simplicidad en una pieza clásica y atemporal. Su estructura de resina de polipropileno reforzada con carga mineral la convierte en una opción altamente resistente y duradera. Con un sistema de drenaje en el respaldo y el asiento, garantiza su rendimi",active,
selva-silla,,,,,,,,Configuracion,Color,BALLIU_SELVA_SILLA_COLOR_5FDA60B0,0,shopify,0,deny,manual,20.77,,TRUE,TRUE,,,,FALSE,,,active,
bruna-silla,Silla exterior resina · estilo contemporáneo | 49 cm,"<p>La silla Bruna combina resistencia y diseño en una pieza única y llamativa. Fabricada en resina de polipropileno reforzada con ﬁbra de vidrio, garantiza durabilidad y ligereza.</p>
<p>Su estructura destaca por un entramado de triángulos, creando un efecto de rejilla que aporta frescura y estilo. El respaldo y el asiento forman una sola pieza curva, ofreciendo una silueta ﬂuida que equilibra confort y estética. Además, su diseño apilable la convierte en una opción práctica y versátil para cualquier espacio.</p>
<ul>
  <li>Resina mate</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 56 cm | Ancho: 49 cm | Alto: 82 cm | Peso: 3,75 kg</p>",Balliu,,Silla,"balliu, exterior, silla, bruna",TRUE,Configuracion,Sin Brazos,BALLIU_BRUNA_SILLA_SIN_BRAZOS_AF080E9C,0,shopify,0,deny,manual,43.89,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/bruna-silla-blanco-800x614-2.jpg,1,Silla exterior resina · estilo contemporáneo | 49 cm,FALSE,Silla exterior resina · estilo contemporáneo | 49 cm,"La silla Bruna combina resistencia y diseño en una pieza única y llamativa. Fabricada en resina de polipropileno reforzada con ﬁbra de vidrio, garantiza durabilidad y ligereza. Su estructura destaca por un entramado de triángulos, creando un efecto de rejilla que aporta frescura y estilo. El respaldo y el asiento forma",active,
bruna-silla,,,,,,,,Configuracion,Con Brazos,BALLIU_BRUNA_SILLA_CON_BRAZOS_D52BECC5,0,shopify,0,deny,manual,52.19,,TRUE,TRUE,,,,FALSE,,,active,
vera-silla,Silla exterior resina · estilo funcional,"<p>La silla Vera combina solidez y diseño en una pieza de líneas deﬁnidas y estética moderna. Su estructura de resina de polipropileno reforzada con carga mineral garantiza resistencia, estabilidad y un excelente rendimiento en exteriores.</p>
<p>Su respaldo, con un distintivo entramado de rejillas rectas, aporta ligereza visual y refuerza su carácter dinámico. Apilable y funcional, la Vera es una opción versátil para cualquier espacio.</p>
<ul>
  <li>Resina mate</li>
</ul>
<p><strong>Dimensiones:</strong> Peso: N/D kg</p>",Balliu,,Silla,"balliu, exterior, silla, vera",TRUE,Configuracion,Sin Brazos,BALLIU_VERA_SILLA_SIN_BRAZOS_DAABCDAF,0,shopify,0,deny,manual,48.33,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2024/03/silla-vera-blanco-800x614-1.jpg,1,Silla exterior resina · estilo funcional,FALSE,Silla exterior resina · estilo funcional,"La silla Vera combina solidez y diseño en una pieza de líneas deﬁnidas y estética moderna. Su estructura de resina de polipropileno reforzada con carga mineral garantiza resistencia, estabilidad y un excelente rendimiento en exteriores. Su respaldo, con un distintivo entramado de rejillas rectas, aporta ligereza visual",active,
vera-silla,,,,,,,,Configuracion,Con Brazos,BALLIU_VERA_SILLA_CON_BRAZOS_75353330,0,shopify,0,deny,manual,49.44,,TRUE,TRUE,,,,FALSE,,,active,
vera-silla,,,,,,,,Configuracion,L Con Brazos,BALLIU_VERA_SILLA_L_CON_BRAZOS_51F30794,0,shopify,0,deny,manual,71.33,,TRUE,TRUE,,,,FALSE,,,active,
silla-venus,Silla exterior · estilo contemporáneo | 53 cm,<p><strong>Dimensiones:</strong> Largo: 59 cm | Ancho: 53 cm | Alto: 36 cm | Peso: 5 kg</p>,Balliu,,Silla,"balliu, exterior, silla, venus",TRUE,Configuracion,Sin Brazos,BALLIU_SILLA_VENUS_SIN_BRAZOS_CD07E7D6,0,shopify,0,deny,manual,40.56,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/03/venus-silla-tortola-800x614-1.jpg,1,Silla exterior · estilo contemporáneo | 53 cm,FALSE,Silla exterior · estilo contemporáneo | 53 cm,Dimensiones: Largo: 59 cm | Ancho: 53 cm | Alto: 36 cm | Peso: 5 kg,active,
silla-venus,,,,,,,,Configuracion,Con Brazos,BALLIU_SILLA_VENUS_CON_BRAZOS_C654C52F,0,shopify,0,deny,manual,43.83,,TRUE,TRUE,,,,FALSE,,,active,
bruna-silla-con-brazos,Silla exterior con brazos resina · estilo funcional,"<p>Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores.</p>
<p>Destaca por su distintivo entramado de triángulos y por su diseño envolvente, donde el respaldo y los reposabrazos se fusionan en una misma pieza curva. Estos añaden un extra de confort, mientras que su diseño apilable la convierte en una opción versátil y funcional.</p>
<ul>
  <li>Resina mate</li>
</ul>",Balliu,,Silla,"balliu, exterior, silla, brazos, bruna",TRUE,Title,Default Title,BALLIU_BRUNA_SILLA_CON_BRAZ_94B6E5B5,0,shopify,0,deny,manual,55.51,,TRUE,TRUE,,,,FALSE,Silla exterior con brazos resina · estilo funcional,"Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores. Destaca por su distintivo entramado de triángulos y por su diseño envolvente, do",active,
mila-silla,Silla exterior aluminio · estilo elegante | 58 cm,"<p>La silla Mila combina simplicidad y funcionalidad en una estructura de aluminio endurecido con un elegante perﬁl circular. Su tornillería en acero inoxidable garantiza resistencia y durabilidad, mientras que sus líneas curvadas aportan un toque de soﬁsticación.</p>
<p>Gracias a su diseño apilable, la Mila es una opción versátil y práctica, ideal para optimizar el espacio sin renunciar al estilo. Sus reposabrazos integrados ofrecen un mayor confort, convirtiéndola en una pieza que equilibra estética, comodidad y utilidad.</p>
<ul>
  <li>Conjunto blanco</li>
  <li>Conjunto gris</li>
  <li>Estructura de aluminio</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 59 cm | Ancho: 58 cm | Alto: 83 cm | Peso: 3,7 kg</p>",Balliu,,Silla,"balliu, exterior, silla, mila",TRUE,Configuracion,Con Brazos,BALLIU_MILA_SILLA_CON_BRAZOS_BC0C02EC,0,shopify,0,deny,manual,60.67,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/mila-silla-blanco-800x614-1.jpg,1,Silla exterior aluminio · estilo elegante | 58 cm,FALSE,Silla exterior aluminio · estilo elegante | 58 cm,"La silla Mila combina simplicidad y funcionalidad en una estructura de aluminio endurecido con un elegante perﬁl circular. Su tornillería en acero inoxidable garantiza resistencia y durabilidad, mientras que sus líneas curvadas aportan un toque de soﬁsticación. Gracias a su diseño apilable, la Mila es una opción versát",active,
bruna-silla-con-brazos,Silla exterior con brazos resina · estilo funcional,"<p>Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores.</p>
<p>Destaca por su distintivo entramado de triángulos y por su diseño envolvente, donde el respaldo y los reposabrazos se fusionan en una misma pieza curva. Estos añaden un extra de confort, mientras que su diseño apilable la convierte en una opción versátil y funcional.</p>
<ul>
  <li>Resina mate</li>
</ul>",Balliu,,Silla,"balliu, exterior, silla, brazos, bruna",TRUE,Title,Default Title,BALLIU_BRUNA_SILLA_CON_BRAZ_94B6E5B5,0,shopify,0,deny,manual,122.56,,TRUE,TRUE,,,,FALSE,Silla exterior con brazos resina · estilo funcional,"Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores. Destaca por su distintivo entramado de triángulos y por su diseño envolvente, do",active,
greta-silla,Silla exterior · estilo contemporáneo,<p>Greta Silla</p>,Balliu,,Silla,"balliu, exterior, silla, greta",TRUE,Configuracion,Aluminio,BALLIU_GRETA_SILLA_ALUMINIO_AFD89221,0,shopify,0,deny,manual,96.11,,TRUE,TRUE,,,,FALSE,Silla exterior · estilo contemporáneo,Greta Silla,active,
greta-mesa,Mesa exterior,<p>Greta Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa, greta",TRUE,Configuracion,Tablero Aluminio,BALLIU_GRETA_MESA_TABLERO_ALUMINIO_9E30CA7F,0,shopify,0,deny,manual,67.33,,TRUE,TRUE,,,,FALSE,Mesa exterior,Greta Mesa,active,
mini-mesa,Mesa exterior,<p>Mini Mesa</p>,Balliu,,Mesa,"balliu, exterior, mesa",TRUE,Configuracion,Color Blanco,BALLIU_MINI_MESA_COLOR_BLANCO_5D0FB586,0,shopify,0,deny,manual,14.17,,TRUE,TRUE,,,,FALSE,Mesa exterior,Mini Mesa,active,
mini-mesa,,,,,,,,Configuracion,Color Natural/Prestige/Estandar,BALLIU_MINI_MESA_COLOR_NATURAL_PR_1CF4D3D5,0,shopify,0,deny,manual,14.95,,TRUE,TRUE,,,,FALSE,,,active,
eva-pro-mini-mesa-auxiliar,Mesa auxiliar exterior resina | 48 cm,"<p>La mesa auxiliar Eva Pro Mini se caracteriza por su diseño sencillo y funcional. Fabricada en resina de polipropileno reforzada con carga mineral, garantiza durabilidad y resistencia.</p>
<p>Con una superﬁcie plana y bordes redondeados, su acabado texturizado en efecto mate resalta su estética minimalista. Por otro lado, su capacidad apilable añade practicidad. Perfecta para complementar la tumbona Eva Pro, esta mesa es ideal para dar un toque armonioso a cualquier espacio.</p>
<ul>
  <li>Resina Classic</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2.1 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, eva, pro",TRUE,Configuracion,Color Blanco,BALLIU_EVA_PRO_MINI_MESA_AU_COLOR_BLANCO_DE421A42,0,shopify,0,deny,manual,17.13,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2026/02/Eva-Pro-Mini_Sin-fondo.jpg,1,Mesa auxiliar exterior resina | 48 cm,FALSE,Mesa auxiliar exterior resina | 48 cm,"La mesa auxiliar Eva Pro Mini se caracteriza por su diseño sencillo y funcional. Fabricada en resina de polipropileno reforzada con carga mineral, garantiza durabilidad y resistencia. Con una superﬁcie plana y bordes redondeados, su acabado texturizado en efecto mate resalta su estética minimalista. Por otro lado, su c",active,
eva-pro-mini-mesa-auxiliar,,,,,,,,Configuracion,Color Natural/Pr Estige,BALLIU_EVA_PRO_MINI_MESA_AU_COLOR_NATURAL_PR_911A77BA,0,shopify,0,deny,manual,17.63,,TRUE,TRUE,,,,FALSE,,,active,
eva-pro-bcn-mesa-auxiliar,Mesa auxiliar exterior resina | 48 cm,"<p>La tumbona Eva Pro BCN, diseñada exclusivamente por Mario Eskenazi, destaca por su estética única. Su estructura de resina de polipropileno reforzada con carga mineral ofrece gran durabilidad, mientras que su base presenta un patrón que le da un toque distintivo y contemporáneo.</p>
<p>Apilable y versátil, la Eva Pro BCN es la pieza perfecta para complementar cualquier espacio exterior, combinando a la perfección con la tumbona Eva Pro BCN de su misma familia.</p>
<ul>
  <li>Resina Classic</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2,1 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, bcn, eva, pro",TRUE,Configuracion,Color Blanco,BALLIU_EVA_PRO_BCN_MESA_AUX_COLOR_BLANCO_35554775,0,shopify,0,deny,manual,18.44,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2026/02/Mesita-Eva-Pro-BCN.jpg,1,Mesa auxiliar exterior resina | 48 cm,FALSE,Mesa auxiliar exterior resina | 48 cm,"La tumbona Eva Pro BCN, diseñada exclusivamente por Mario Eskenazi, destaca por su estética única. Su estructura de resina de polipropileno reforzada con carga mineral ofrece gran durabilidad, mientras que su base presenta un patrón que le da un toque distintivo y contemporáneo. Apilable y versátil, la Eva Pro BCN es l",active,
eva-pro-bcn-mesa-auxiliar,,,,,,,,Configuracion,Color Natural/Prestige,BALLIU_EVA_PRO_BCN_MESA_AUX_COLOR_NATURAL_PR_25CD2EDE,0,shopify,0,deny,manual,19.36,,TRUE,TRUE,,,,FALSE,,,active,
olimpia-mesa-auxiliar,Mesa auxiliar exterior aluminio | 54 cm,"<p>La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.</p>
<p>El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.</p>
<ul>
  <li>Tejido Balliu</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, olimpia",TRUE,Configuracion,Tela Balliu,BALLIU_OLIMPIA_MESA_AUXILIA_TELA_BALLIU_6C7A42D9,0,shopify,0,deny,manual,84.68,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg,1,Mesa auxiliar exterior aluminio | 54 cm,FALSE,Mesa auxiliar exterior aluminio | 54 cm,"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad. El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade pr",active,
noa-mesa-auxiliar,Mesa auxiliar exterior aluminio,"<p>La mesa auxiliar Noa destaca por su diseño moderno y limpio. Con una estructura de aluminio endurecido y tornillería en acero inoxidable, ofrece una excelente resistencia.</p>
<p>Su estructura con doble refuerzo crea una estética distintiva y elegante. Su originalidad y líneas minimalistas la convierten en una pieza diferenciadora. Además, su diseño apilable aporta practicidad sin sacriﬁcar la estética. Combinable con la tumbona Noa, realza el diseño de cualquier espacio.</p>
<ul>
  <li>Aluminio texturizado Classic</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 42 cm | Alto: 29 cm | Diámetro: 42 cm | Peso: 2,1 kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, noa",TRUE,Configuracion,Color Blanco,BALLIU_NOA_MESA_AUXILIAR_COLOR_BLANCO_90B11E5B,0,shopify,0,deny,manual,69.97,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2026/02/Mesa-Auxiliar-Noa_blanca_Balliu2.jpg,1,Mesa auxiliar exterior aluminio,FALSE,Mesa auxiliar exterior aluminio,"La mesa auxiliar Noa destaca por su diseño moderno y limpio. Con una estructura de aluminio endurecido y tornillería en acero inoxidable, ofrece una excelente resistencia. Su estructura con doble refuerzo crea una estética distintiva y elegante. Su originalidad y líneas minimalistas la convierten en una pieza diferenci",active,
noa-mesa-auxiliar,,,,,,,,Configuracion,Color Natural/Prestige,BALLIU_NOA_MESA_AUXILIAR_COLOR_NATURAL_PR_27CE9446,0,shopify,0,deny,manual,73.58,,TRUE,TRUE,,,,FALSE,,,active,
etna-mesa-auxiliar,Mesa auxiliar exterior aluminio | 60 cm,"<p>La mesa auxiliar Etna destaca por su diseño soﬁsticado y equilibrado. Su estética moderna se deﬁne por dos marcos curvados, aportando solidez y un estilo distintivo.</p>
<p>Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y durabilidad. Su tablero de HPL, además de robusto, permite combinaciones versátiles. Siguiendo la línea estética de la familia Etna, esta mesa es el complemento ideal para espacios elegantes y funcionales.</p>
<ul>
  <li>HPL</li>
  <li>Aluminio texturizado</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, etna",TRUE,Configuracion,Tablero Hpl,BALLIU_ETNA_MESA_AUXILIAR_TABLERO_HPL_C5331CE8,0,shopify,0,deny,manual,89.71,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg,1,Mesa auxiliar exterior aluminio | 60 cm,FALSE,Mesa auxiliar exterior aluminio | 60 cm,"La mesa auxiliar Etna destaca por su diseño soﬁsticado y equilibrado. Su estética moderna se deﬁne por dos marcos curvados, aportando solidez y un estilo distintivo. Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y durabilidad. Su tablero de HPL, además de robusto, permite c",active,
etna-mesa-auxiliar,,,,,,,,Configuracion,Tablero Hpl Gd,BALLIU_ETNA_MESA_AUXILIAR_TABLERO_HPL_GD_7664D255,0,shopify,0,deny,manual,94.05,,TRUE,TRUE,,,,FALSE,,,active,
etna-mesa-auxiliar,,,,,,,,Configuracion,Diametro 60 Werzalit,BALLIU_ETNA_MESA_AUXILIAR_DIAMETRO_60_WERZ_9C991818,0,shopify,0,deny,manual,84.79,,TRUE,TRUE,,,,FALSE,,,active,
selva-mesa,Mesa exterior resina,"<p>La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.</p>
<p>Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.</p>
<ul>
  <li>Tablero</li>
  <li>Resina Classic</li>
  <li>Werzalit</li>
</ul>
<p><strong>Dimensiones:</strong> Alto: 71,5 cm | Peso: N/D kg</p>",Balliu,,Mesa,"balliu, exterior, mesa, selva",TRUE,Configuracion,Diametro 70 Werzalit,BALLIU_SELVA_MESA_DIAMETRO_70_WERZ_33CE1613,0,shopify,0,deny,manual,97.55,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg,1,Mesa exterior resina,FALSE,Mesa exterior resina,"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores. Disponible en formatos redondo y cuadrado y en diversas medidas, ofre",active,
selva-mesa,,,,,,,,Configuracion,Diametro 80 Werzalit,BALLIU_SELVA_MESA_DIAMETRO_80_WERZ_EB565C3E,0,shopify,0,deny,manual,101.49,,TRUE,TRUE,,,,FALSE,,,active,
selva-mesa,,,,,,,,Configuracion,Diametro 90 Werzalit,BALLIU_SELVA_MESA_DIAMETRO_90_WERZ_871DF608,0,shopify,0,deny,manual,118.78,,TRUE,TRUE,,,,FALSE,,,active,
selva-mesa,,,,,,,,Configuracion,70 X 70 Werzalit,BALLIU_SELVA_MESA_70_X_70_WERZALIT_7AB14C9A,0,shopify,0,deny,manual,118.31,,TRUE,TRUE,,,,FALSE,,,active,
selva-mesa,,,,,,,,Configuracion,80 X 80 Werzalit,BALLIU_SELVA_MESA_80_X_80_WERZALIT_1A5A5005,0,shopify,0,deny,manual,131.01,,TRUE,TRUE,,,,FALSE,,,active,
selva-mesa,,,,,,,,Configuracion,120 X 80 Werzalit,BALLIU_SELVA_MESA_120_X_80_WERZALI_747885BD,0,shopify,0,deny,manual,169.64,,TRUE,TRUE,,,,FALSE,,,active,
