action,handle,title,vendor,preview_url,status,notes
hevea-skip,set-rinconera-exterior-sofisticado-sofa-de-esquina-mesa-de-centro,Set rinconera exterior · sofisticado | sofá de esquina + mesa de centro,Hevea,https://mueblesexterior.myshopify.com/products/set-rinconera-exterior-sofisticado-sofa-de-esquina-mesa-de-centro,ok,Already Hevea-tagged
hevea-skip,mesa-comedor-exterior-hpl-13590-cm,Mesa comedor exterior HPL,Hevea,https://mueblesexterior.myshopify.com/products/mesa-comedor-exterior-hpl-13590-cm,ok,Already Hevea-tagged
hevea-skip,silla-exterior-estilo-estilizado,Silla exterior · estilo estilizado,Hevea,https://mueblesexterior.myshopify.com/products/silla-exterior-estilo-estilizado,ok,Already Hevea-tagged
hevea-skip,silla-exterior-estilo-contemporaneo,Silla exterior · estilo contemporáneo,Hevea,https://mueblesexterior.myshopify.com/products/silla-exterior-estilo-contemporaneo,ok,Already Hevea-tagged
hevea-skip,mesa-comedor-exterior-hpl-10090-cm,Mesa comedor exterior HPL 100×90 cm,Hevea,https://mueblesexterior.myshopify.com/products/mesa-comedor-exterior-hpl-10090-cm,ok,Already Hevea-tagged
hevea-skip,mesa-comedor-exterior-hpl-15090-cm,Mesa comedor exterior HPL 150×90 cm,Hevea,https://mueblesexterior.myshopify.com/products/mesa-comedor-exterior-hpl-15090-cm,ok,Already Hevea-tagged
hevea-skip,sillon-exterior-estilo-versatil-58100-cm,Sillón exterior · estilo versátil | 58×100 cm,Hevea,https://mueblesexterior.myshopify.com/products/sillon-exterior-estilo-versatil-58100-cm,ok,Already Hevea-tagged
hevea-skip,tumbona-de-exterior,Tumbona de exterior,Hevea,https://mueblesexterior.myshopify.com/products/tumbona-de-exterior,ok,Already Hevea-tagged
hevea-skip,parasol-para-terraza-300-cm,Parasol para terraza Ø300 cm,Hevea,https://mueblesexterior.myshopify.com/products/parasol-para-terraza-300-cm,ok,Already Hevea-tagged
hevea-skip,parasol-para-terraza-350-cm,Parasol para terraza Ø350 cm,Hevea,https://mueblesexterior.myshopify.com/products/parasol-para-terraza-350-cm,ok,Already Hevea-tagged
hevea-skip,parasol-para-terraza-300-cm-2,Parasol para terraza Ø300 cm 2,Hevea,https://mueblesexterior.myshopify.com/products/parasol-para-terraza-300-cm-2,ok,Already Hevea-tagged
hevea-skip,base-de-parasol-25-kg,Base de parasol 25 kg,Hevea,https://mueblesexterior.myshopify.com/products/base-de-parasol-25-kg,ok,Already Hevea-tagged
hevea-skip,set-losas-cemento-para-base-de-parasol,Set losas cemento para base de parasol,Hevea,https://mueblesexterior.myshopify.com/products/set-losas-cemento-para-base-de-parasol,ok,Already Hevea-tagged
hevea-skip,balancin-jardin-exterior-148194-cm,Balancín jardín exterior · 148×194 cm,Hevea,https://mueblesexterior.myshopify.com/products/balancin-jardin-exterior-148194-cm,ok,Already Hevea-tagged
hevea-skip,banco-jardin-con-mesa-integrada-220-cm,Banco jardín con mesa integrada · 220 cm,Hevea,https://mueblesexterior.myshopify.com/products/banco-jardin-con-mesa-integrada-220-cm,ok,Already Hevea-tagged
hevea-skip,banco-de-exterior-150-cm,Banco de exterior 150 cm,Hevea,https://mueblesexterior.myshopify.com/products/banco-de-exterior-150-cm,ok,Already Hevea-tagged
hevea-skip,banco-de-exterior-108-cm,Banco de exterior 108 cm,Hevea,https://mueblesexterior.myshopify.com/products/banco-de-exterior-108-cm,ok,Already Hevea-tagged
balliu-update,balliu-tumbona-de-exterior-resina-923110d9,Tumbona de exterior resina,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f96c3d546b04f0fd7aaaefb83f0a8596&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQyLjY4NVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--b597655d637a971a27c499e4c8b7d30030b123b0,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-b19af1ea,Tumbona de exterior resina,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=e7f2f2d8539fbdc51f57f5fc764e5992&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQzLjA1OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--6f40bcfa017fdff477711bcd9a28b6086e2050fa,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-ddeeef3f,Tumbona de exterior resina,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=5bb71a64a526e28bcb6a23e53e568eaf&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQzLjQyNVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--1106a5a5d16790ca5027ff47fa2ccee9cb812cc9,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-add04dfc,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=70da5291252d47fac8d4282d59f967bb&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQzLjk1MFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e3dda0caa74e84ac40d18b17e4d17a9a070095df,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-3b908f70,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=93b93593a128bd156565c06846e9a805&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ0LjQ2NVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--b0aef168757b3d81edc9cddac868481aa3ef3dc8,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-009e68e4,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=6f8356323b9f46aca90fa0ec54dd8471&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ0LjkwOVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--326fbc35b32c8c8ef90a445658767c568ca1cb5e,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-16a6d4db,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=e5b972c70f4cd4cfabbcc57a09dd0fa7&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ1LjM3OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--08af353256a35c267e9600f04fe97b67ec6c07c2,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-3d8ca52f,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=a4ff41caba5ced7ab662248d501e3ff3&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ1Ljk2MFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--fafc1fd6f297d6fd4ff88541d5a7101272d8ae66,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-9f313c12,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=3447b09f3c3a3d1c3e2e3fc66272893e&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ2LjQ0NloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--bf566050c4ab20f2fd7b5319826aaedf85738815,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-aca076ae,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=23c47911e496c799015641976dba7629&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ3LjA3OFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--b147bf932891e5ce4aadf06cb283cf8326802f7e,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-75-cm-b52b3a7f,Tumbona de exterior resina | 75 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f6f90187ddac0535260c5475c90c2794&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ3LjUzNVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--b6c25c302aff8bb27a323f68df52d3c34af0a532,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-73-cm-b19af1ea,Tumbona de exterior resina | 73 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=df94d9a5ecd9efdccebdceded6f31bbb&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ4LjAyN1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--2b251e70dba22402fa4442f18c8febb32babcc0f,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-73-cm-32a6c0ea,Tumbona de exterior resina | 73 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=636e2a9729fc197bfebcc51464e949e8&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ4LjU0OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--d290d5684ea11c9a85151923aad62efb276245fc,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-73-cm-d369d964,Tumbona de exterior resina | 73 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=176a328acf973a93281010ff788fa173&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ5LjA1MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--885eb0c5384021d5a04f67897e977677dda8efdf,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-73-cm-d8285ffb,Tumbona de exterior resina | 73 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=907cdbf0266fc2f6b1b774e1663c426b&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjQ5LjUwNloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--74284e9b4bd1c9c93aadb2601970b62665e3cdf5,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-73-cm-0648657b,Tumbona de exterior resina | 73 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=e9cb1b3066b3c5e07e4acbc93c942026&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUwLjAzNFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--505634bd2d20baa366de0c2aaf7dfcc5cf94a11e,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-resina-28ff014d,Tumbona de exterior resina,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f104380d2fe9441ab039de13cc3056d4&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUwLjQ2OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--ed40a4b76958f998772896cb0b74c6275c8101b5,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-resina-e5be2a33,Tumbona de exterior resina,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=adf4343465d88334072af10a94938b96&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUwLjk4MFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--8f7c3001bad8ad2355eef4e156f9b8257a5d7df3,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-sin-ruedas-aluminio-da3f5c24,Tumbona de exterior sin ruedas aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=d5a7f0f2915ae110618a3961fa38ec54&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUxLjMzMloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--aea2dcfc54b27cf40504c581a7a9ac88a2435c14,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-con-ruedas-aluminio-82d4d0a8,Tumbona de exterior con ruedas aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=43676ea8bff5a23f19277617275fcc25&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUxLjY0N1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--bcf94c7fcf0b1e834aa35b85d86488522b5c9929,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-aluminio-36870d09,Tumbona de exterior aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=06d93a6d777e74d6b144b8bd43b59740&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUxLjk2NFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e84374301f9fcd1ebee7bc5da7157517bd864d7f,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-con-ruedas-aluminio-afba154c,Tumbona de exterior con ruedas aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=95f236c36debddd1b14fece9ab49a649&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUyLjI3OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--29ad1e73432869d8ac5ac767a1432a4997b3cce3,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-aluminio-d08586c1,Tumbona de exterior aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=ae5e08e07314bf360cb6910ad5dd0c7d&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUyLjU5OFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--2cf6f506059eb545d681839b759f8d72536db5e2,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-con-ruedas-aluminio-9e0f219d,Tumbona de exterior con ruedas aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=5efdfb9f34f372676a4a988abd9b9fd8&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUyLjk1N1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--777d2e2e7fcdbec4259fd63f89f2503b6e678075,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-tumbona-de-exterior-con-ruedas-aluminio-58-cm-9064b7b9,Tumbona de exterior con ruedas aluminio | 58 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=2506548e7d6643f2c95635bde513ffc1&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUzLjQ1MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--02d358266701a9601671c97b032497e5b8565b1d,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-aluminio-68-cm-f7ab4da8,Tumbona de exterior aluminio | 68 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=47bd14a6646ace08ede7e281cfdca8cc&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjUzLjk3M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--3c86c6cd3feb7c20592cc09770eefee8b4d5fbfd,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-tumbona-de-exterior-20620134,Tumbona de exterior,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=cd1c6dd9c7ca9bf9dda618887baa2c03&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU0LjI3NFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--300e08522ff5ab5405682be0645857d65f7e9384,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-mini-tumbona-de-exterior-aluminio-62-cm-5a6f53eb,Mini tumbona de exterior aluminio | 62 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=267eebf2e2394ea264594f6026e1661b&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU0Ljc5NFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e99006ab76fbb9e977acd4d83cd002c083975f43,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mini-tumbona-de-exterior-madera-59-cm-fa211c70,Mini tumbona de exterior madera | 59 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=8eb21b23ba49aa8acb724505d5c9267b&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU1LjMyMFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--03709510d598427c4feecf8724fe8e9ae475e83b,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mini-tumbona-de-exterior-aluminio-57-cm-98ab84ce,Mini tumbona de exterior aluminio | 57 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=d93c91458759c4b53b3002ecbdfbd7c8&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU1LjgwOFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--0db9b500f7c35b79f6ac22f579177861d1a5e53e,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-cama-balinesa-exterior-aluminio-estilo-sofisticado-160-cm-2bd3a7a4,Cama balinesa exterior aluminio · estilo sofisticado | 160 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f79758b603ca22d5c34fbdccbfe514ab&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU2LjI5MVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--b4c88e3abc557d9e7a6a35a1fe89b8a23b9560ce,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-cama-balinesa-exterior-aluminio-estilo-minimalista-198-cm-dcaf71d8,Cama balinesa exterior aluminio · estilo minimalista | 198 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=ba2c86c5a17d2fde53607f9bd97c2f7d&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU2Ljc3M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e912730fbc4a416c991bf1ff1a3b3390488df773,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,Taburete exterior aluminio · estilo elegante | 56 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=5c259afd670a2c18ef348f7780cded7d&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU3LjI5NloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--4e596a66dfa60f092babded1b5c4e014b436fe9d,ACTIVE,Tag=Balliu; source_color=Verde
