handle,sku,titulo,cat,price,cost_net,fuente,gross_pct,net_pct,net_eur,carrier,fee,esc,alerta,notas,compare_ok
balliu-mini-tumbona-de-exterior-aluminio-57-cm-98ab84ce,SV-MINIMARINA-ALUMINIO-AZUL-ACERO,Mini tumbona exterior aluminio apilable · 57 cm · Marin,l,213.95,114.6,excel_handle_est,35.2,65.3,115.38,0.0,4.79,cliente_paga,OK,,OK
balliu-cama-balinesa-exterior-aluminio-estilo-sofisticado-160-cm-2bd3a7a4,BALLIU_AURA_CAMA_BALINESA_TELA_NAUTICA_2BD3A7A4,Cama balinesa exterior aluminio · estilo sofisticado | ,l,1999.0,1073.61,shopify,35.0,32.5,536.18,0.0,42.28,envio_gratis,OK,,OK
balliu-cama-balinesa-exterior-aluminio-estilo-minimalista-198-cm-dcaf71d8,BALLIU_ALMA_CAMA_BALINESA_TELA_NAUTICA_DCAF71D8,Cama balinesa exterior aluminio · estilo minimalista | ,l,2815.0,1510.81,shopify,35.1,32.5,756.22,0.0,59.41,envio_gratis,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-AZUL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-AMARILLO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-NARANJA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-VERDE-CLARO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-BLANCO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-NATURAL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-CAPUCHINO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-CAQUI,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-MARRON-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-ARENA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-VERDE-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-AZUL-CEL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-CENIZA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-AZUL-MAR,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-GRIS-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-BLANCO-AZUL-ACERO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-AZUL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-AMARILLO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-NARANJA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-VERDE-CLARO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-BLANCO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-NATURAL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-CAPUCHINO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-CAQUI,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-MARRON-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-ARENA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-VERDE-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-AZUL-CEL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-CENIZA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-AZUL-MAR,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-GRIS-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-TORTOLA-AZUL-ACERO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-AZUL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-AMARILLO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-NARANJA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-VERDE-CLARO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-BLANCO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-NATURAL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-CAPUCHINO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-CAQUI,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-MARRON-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-ARENA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-VERDE-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-AZUL-CEL,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-CENIZA,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-AZUL-MAR,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-GRIS-OSC,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,SV-ETNA-TAB-ALUMINIO-AZUL-ACERO,Taburete exterior aluminio · tejido Balliu · Etna,m,186.95,100.25,excel_handle_est,35.1,51.8,79.98,0.0,4.23,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-AZUL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-AMARILLO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-NARANJA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-VERDE-CLARO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-BLANCO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-NATURAL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-CAPUCHINO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-CAQUI,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-MARRON-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-ARENA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-VERDE-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-AZUL-CEL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-CENIZA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-AZUL-MAR,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-GRIS-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-BLANCO-AZUL-ACERO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-AZUL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-AMARILLO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-NARANJA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-VERDE-CLARO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-BLANCO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-NATURAL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-CAPUCHINO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-CAQUI,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-MARRON-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-ARENA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-VERDE-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-AZUL-CEL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-CENIZA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-AZUL-MAR,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-GRIS-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-TORTOLA-AZUL-ACERO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-AZUL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-AMARILLO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-NARANJA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-VERDE-CLARO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-BLANCO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-NATURAL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-CAPUCHINO,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-CAQUI,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-MARRON-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-ARENA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-VERDE-OSC,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-AZUL-CEL,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-CENIZA,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,SV-ETNA-SILLA-ALUMINIO-AZUL-MAR,Silla exterior aluminio · tejido Balliu · Etna,m,181.95,97.71,excel_handle_est,35.0,52.2,78.49,0.0,4.12,cliente_paga,OK,,OK
