SKU;Producto;Precio neto exworks sin iva;Precio Venta;Margen €;Margen%;Coste de Envio;;PVP Recomendado;Descripción;Ancho (cm);Fondo (cm);Alto (cm);Imagen;Proveedor;Match %;Color Match;Detalle Match
BALLIU_BRUNEI_MESA_130X80_TABLERO_H_DF7C872B;Mesa exterior aluminio | 130×80 cm;342,68 €;702,49 €;195,16 €;56,95 %;;;702,49 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_130X80_TABLERO_H_5068224E;Mesa exterior aluminio | 130×80 cm;396,09 €;811,98 €;225,57 €;56,95 %;;;811,98 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_160X90_TABLERO_H_11303F43;Mesa exterior aluminio | 160×90 cm;412,95 €;846,55 €;235,17 €;56,95 %;;;846,55 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_160X90_TABLERO_H_C39E3349;Mesa exterior aluminio | 160×90 cm;479,59 €;983,16 €;273,13 €;56,95 %;;;983,16 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_190X90_TABLERO_H_4D2D1E60;Mesa exterior aluminio | 190×90 cm;506,65 €;1.038,63 €;288,54 €;56,95 %;;;1.038,63 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_190X90_TABLERO_H_7FCC116E;Mesa exterior aluminio | 190×90 cm;603,50 €;1.237,18 €;343,69 €;56,95 %;;;1.237,18 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ATLANTA_MESA_240X90_TABLERO_H_78358691;Mesa exterior HPL | 240×90 cm;689,00 €;1.412,45 €;392,39 €;56,95 %;;;1.412,45 €;Atlanta Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_ATLANTA_MESA_240X90_TABLERO_H_D4E471C5;Mesa exterior HPL | 240×90 cm;694,04 €;1.422,78 €;395,26 €;56,95 %;;;1.422,78 €;Atlanta Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_ATLANTA_MESA_140_180X90_EXTEN_E4EC7D7C;Mesa exterior | 140/180×90 cm;789,72 €;1.618,93 €;449,74 €;56,95 %;;;1.618,93 €;Atlanta Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_ATLANTA_MESA_200_260X100_EXTE_9D798E50;Mesa exterior | 200/260×100 cm;1.035,01 €;2.121,77 €;589,44 €;56,95 %;;;2.121,77 €;Atlanta Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MESA_JAVA_140_180X100_EXTE_8E073AAB;Mesa exterior HPL | 140/180×100 cm;975,21 €;1.999,18 €;555,38 €;56,95 %;;;1.999,18 €;Mesa Java;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MESA_JAVA_140_180X100_EXTE_E5E3BB40;Mesa exterior HPL | 140/180×100 cm;987,56 €;2.024,50 €;562,42 €;56,95 %;;;2.024,50 €;Mesa Java;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MESA_JAVA_200_260X100_EXTE_23187EA9;Mesa exterior HPL | 200/260×100 cm;1.250,19 €;2.562,89 €;711,98 €;56,95 %;;;2.562,89 €;Mesa Java;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MESA_JAVA_200_260X100_EXTE_4A63BE2F;Mesa exterior HPL | 200/260×100 cm;1.423,37 €;2.917,91 €;810,61 €;56,95 %;;;2.917,91 €;Mesa Java;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_70_MESA_ALTA_TABLERO_HPL_45C511E9;Mesa alta exterior HPL;273,99 €;561,68 €;156,04 €;56,95 %;;;561,68 €;Diam. 70 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_70_MESA_ALTA_TABLERO_HPL_GD_F99491CE;Mesa alta exterior HPL;279,99 €;573,98 €;159,45 €;56,95 %;;;573,98 €;Diam. 70 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_70_MESA_TABLERO_HPL_451E7BA8;Mesa exterior HPL;187,58 €;384,54 €;106,83 €;56,95 %;;;384,54 €;Diam. 70 Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_70_MESA_TABLERO_HPL_GD_3ADFE773;Mesa exterior HPL;208,21 €;426,83 €;118,58 €;56,95 %;;;426,83 €;Diam. 70 Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_80_MESA_TABLERO_HPL_65E3CA13;Mesa exterior HPL;207,97 €;426,34 €;118,44 €;56,95 %;;;426,34 €;Diam. 80 Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_DIAM_80_MESA_TABLERO_HPL_GD_1B4F3962;Mesa exterior HPL;235,95 €;483,70 €;134,37 €;56,95 %;;;483,70 €;Diam. 80 Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_CAPRI_MESA_DIAM_90_TABLE_HP_22901F1B;Mesa exterior aluminio | Ø90 cm;209,41 €;429,29 €;119,26 €;56,95 %;;;429,29 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_DIAM_90_TABLE_HP_6C6DFD1C;Mesa exterior aluminio | Ø90 cm;237,88 €;487,65 €;135,47 €;56,95 %;;;487,65 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_70X70_PIE_SIMPLE_724B0DB0;Mesa exterior aluminio | 70×70 cm;203,29 €;416,74 €;115,77 €;56,95 %;;;416,74 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_70X70_PIE_SIMPLE_A0A23F40;Mesa exterior aluminio | 70×70 cm;232,21 €;476,03 €;132,24 €;56,95 %;;;476,03 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_80X80_PIE_SIMPLE_2A80CB3A;Mesa exterior aluminio | 80×80 cm;218,28 €;447,47 €;124,31 €;56,95 %;;;447,47 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_80X80_PIE_SIMPLE_8CA835FF;Mesa exterior aluminio | 80×80 cm;228,90 €;469,25 €;130,36 €;56,95 %;;;469,25 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_5C848C82;Mesa exterior aluminio | 120×80 cm;285,53 €;585,34 €;162,61 €;56,95 %;;;585,34 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_798DCADF;Mesa exterior aluminio | 120×80 cm;334,63 €;685,99 €;190,57 €;56,95 %;;;685,99 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_3C3BF077;Mesa exterior aluminio | 120×80 cm;325,10 €;666,46 €;185,14 €;56,95 %;;;666,46 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_CAPRI_MESA_120X80_PIE_DOBLE_05C442CF;Mesa exterior aluminio | 120×80 cm;358,03 €;733,96 €;203,90 €;56,95 %;;;733,96 €;"La mesa Capri se caracteriza por su diseño elegante y robusto, con una estructura de aluminio endurecido y tornillería en acero inoxidable, que le conﬁeren durabilidad y resistencia.
El aluminio cepillado aporta un acabado elegante, mientras que el tablero en HPL, asegura una excelente resistencia. Además, cuenta con tapones para mejorar la estabilidad. Disponible también con tablero circular y en varias medidas, la mesa Capri es fácilmente combinable con otros modelos de su familia.
Tablero
Aluminio cepillado
HPL
Dimensiones: Peso: 24,7 kg";;;;https://www.balliuexport.com/wp-content/uploads/2020/02/capri-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_60X60_MESA_ALTA_TABLERO_HPL_GD_A3352658;Mesa alta exterior HPL;245,33 €;502,93 €;139,71 €;56,95 %;;;502,93 €;60X60 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_60X60_MESA_ALTA_TABLERO_HPL_GD_A3352658;Mesa alta exterior HPL;263,01 €;539,17 €;149,78 €;56,95 %;;;539,17 €;60X60 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_70X70_MESA_ALTA_TABLERO_HPL_94512EAB;Mesa alta exterior HPL;283,88 €;581,95 €;161,67 €;56,95 %;;;581,95 €;70X70 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_70X70_MESA_ALTA_TABLERO_HPL_GD_5D74130E;Mesa alta exterior HPL;317,28 €;650,42 €;180,69 €;56,95 %;;;650,42 €;70X70 Mesa Alta;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_SOFIA_MESA_70X70_TABLERO_HP_9D14E31F;Mesa exterior HPL | 70×70 cm;178,35 €;365,62 €;101,57 €;56,95 %;;;365,62 €;Sofia Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_SOFIA_MESA_70X70_TABLERO_HP_146F72CA;Mesa exterior HPL | 70×70 cm;177,50 €;363,88 €;101,09 €;56,95 %;;;363,88 €;Sofia Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_SOFIA_MESA_80X80_TABLERO_HP_1A2FE7B5;Mesa exterior HPL | 80×80 cm;186,98 €;383,31 €;106,48 €;56,95 %;;;383,31 €;Sofia Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_SOFIA_MESA_80X80_TABLERO_HP_96593887;Mesa exterior HPL | 80×80 cm;206,53 €;423,39 €;117,62 €;56,95 %;;;423,39 €;Sofia Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_SOFIA_MESA_70X70_HPL_F6074154;Mesa exterior HPL | 70×70 cm;226,39 €;464,10 €;128,93 €;56,95 %;;;464,10 €;Sofia Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_ALTEA_MESA_70_X_70_HPL_GD_1B61E6B6;Mesa exterior aluminio | 70×70 cm;258,36 €;529,64 €;147,14 €;56,95 %;;;529,64 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ALTEA_MESA_80_X_80_HPL_A05618AD;Mesa exterior aluminio | 80×80 cm;226,79 €;464,92 €;129,16 €;56,95 %;;;464,92 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ALTEA_MESA_80_X_80_HPL_GD_0A3EE957;Mesa exterior aluminio | 80×80 cm;258,75 €;530,44 €;147,36 €;56,95 %;;;530,44 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ALTEA_MESA_DIAM_80_HPL_50525E0B;Mesa exterior aluminio | Ø80 cm;205,19 €;420,64 €;116,86 €;56,95 %;;;420,64 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ALTEA_MESA_DIAM_80_HPL_GD_B06218CA;Mesa exterior aluminio | Ø80 cm;211,05 €;432,65 €;120,19 €;56,95 %;;;432,65 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ALTEA_MESA_120_X_80_HPL_BF75A33D;Mesa exterior aluminio | 120×80 cm;361,89 €;741,87 €;206,10 €;56,95 %;;;741,87 €;"La mesa Altea destaca por su diseño sencillo y funcional, ideal para optimizar cualquier espacio. Su estructura de aluminio endurecido con base de polipropileno y tornillería en acero inoxidable garantizan resistencia y durabilidad.
El tablero abatible, fabricado en HPL, ofrece una superﬁcie robusta y de alta resistencia. Además, sus cuatro patas incorporan reguladores de estabilidad. Versátil y práctica, la mesa Altea se adapta a cualquier espacio.
Tablero
HPL
Aluminio texturizado
Dimensiones: Alto: 74 cm | Peso: N/D kg";;;74;https://www.balliuexport.com/wp-content/uploads/2023/12/altea-mesa-tortola-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_AGATA_MESA_120_X_80_HPL_GD_D7AB6E04;Mesa exterior aluminio | 75 cm;368,60 €;755,63 €;209,92 €;56,95 %;;;755,63 €;"La mesa Agata destaca por su diseño equilibrado y atemporal. Su estructura de aluminio endurecido y base de acero proporcionan una gran resistencia, mientras que los tapones reguladores permiten ajustar la estabilidad.
El tablero presenta un elegante patrón de rallas, mientras que las esquinas redondeadas suavizan su estética. La estructura cilíndrica complementa el conjunto, brindando un diseño sólido y elegante.
Aluminio texturizado
Dimensiones: Largo: 75 cm | Ancho: 75 cm | Alto: 74 cm | Peso: 20 kg";75;;74;https://www.balliuexport.com/wp-content/uploads/2020/02/agata-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_AGATA_MESA_70X70_ENCIMERA_A_DD745448;Mesa exterior aluminio | 75 cm;186,62 €;382,57 €;106,28 €;56,95 %;;;382,57 €;"La mesa Agata destaca por su diseño equilibrado y atemporal. Su estructura de aluminio endurecido y base de acero proporcionan una gran resistencia, mientras que los tapones reguladores permiten ajustar la estabilidad.
El tablero presenta un elegante patrón de rallas, mientras que las esquinas redondeadas suavizan su estética. La estructura cilíndrica complementa el conjunto, brindando un diseño sólido y elegante.
Aluminio texturizado
Dimensiones: Largo: 75 cm | Ancho: 75 cm | Alto: 74 cm | Peso: 20 kg";75;;74;https://www.balliuexport.com/wp-content/uploads/2020/02/agata-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_AGATA_MESA_180_X_90_ENCIMER_C0092E17;Mesa exterior aluminio | 75 cm;270,76 €;555,06 €;154,20 €;56,95 %;;;555,06 €;"La mesa Agata destaca por su diseño equilibrado y atemporal. Su estructura de aluminio endurecido y base de acero proporcionan una gran resistencia, mientras que los tapones reguladores permiten ajustar la estabilidad.
El tablero presenta un elegante patrón de rallas, mientras que las esquinas redondeadas suavizan su estética. La estructura cilíndrica complementa el conjunto, brindando un diseño sólido y elegante.
Aluminio texturizado
Dimensiones: Largo: 75 cm | Ancho: 75 cm | Alto: 74 cm | Peso: 20 kg";75;;74;https://www.balliuexport.com/wp-content/uploads/2020/02/agata-mesa-aluminio-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_NORA_MESA_DIAMETRO_70_ALUM_72514F40;Mesa exterior aluminio | 72 cm;120,39 €;246,80 €;68,56 €;56,95 %;;;246,80 €;"La mesa Nora se distingue por su diseño simple y orgánico. Fabricada con una estructura y tablero de aluminio endurecido, junto con una base de acero y tornillería en acero inoxidable, ofrece una excelente resistencia y durabilidad.
Su pintura con acabado texturizado resalta el material, añadiendo un toque distintivo. Los tapones graduables en la base mejoran la estabilidad, permitiendo un ajuste preciso en superﬁcies irregulares.
Aluminio texturizado
Dimensiones: Largo: 72 cm | Ancho: 72 cm | Alto: 74 cm | Peso: 17 kg";72;;74;https://www.balliuexport.com/wp-content/uploads/2020/02/nora-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_SOFA_INDIVIDUAL_TELA__5E2EF268;Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm;279,44 €;572,85 €;159,14 €;56,95 %;;;572,85 €;"El sofá Olimpia destaca por su diseño atemporal, con líneas rectas que aportan un estilo elegante a cualquier espacio. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza máxima resistencia y durabilidad.
Pensado para quienes buscan ﬁrmeza y estabilidad, sus cojines están rellenos de espuma Dryfeel. Esto permite su uso en exteriores sin necesidad de protección, aportando una mayor resistencia a la intemperie. Disponible en versiones de 1, 2 y 3 plazas, se adapta a distintos espacios.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 62, Doble:126, Triple:184 cm | Ancho: 62 cm | Alto: 73 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";62;;73;https://www.balliuexport.com/wp-content/uploads/2020/02/2019_jmf3615_v2.jpg;Balliu;100;Verde;Catalogo + web
