SKU;Producto;Precio neto exworks sin iva;Precio Venta;Margen €;Margen%;Coste de Envio;;PVP Recomendado;Descripción;Ancho (cm);Fondo (cm);Alto (cm);Imagen;Proveedor;Match %;Color Match;Detalle Match
BALLIU_DUNA_SILLA_BLANCA_484CBEA0;Silla exterior resina · estilo minimalista;41,58 €;85,24 €;23,68 €;56,95 %;;;85,24 €;"La silla Duna destaca por su diseño minimalista y funcional, adaptándose con facilidad a una gran variedad de espacios. Su estructura de resina de polipropileno, reforzada con ﬁbra de vidrio, le proporciona una excelente resistencia y durabilidad.
Su diseño ligero y apilable facilita su almacenamiento y movilidad, ofreciendo una solución práctica sin renunciar a la estética. Con líneas limpias y elementos mínimos, la Duna combina versatilidad y sencillez, integrándose armoniosamente en cualquier ambiente.
Resina mate
Dimensiones: Peso: N/D kg";;;;https://www.balliuexport.com/wp-content/uploads/2025/03/duna-silla-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_DUNA_SILLA_COLOR_NEGRO_TORT_611D28CC;Silla exterior resina · estilo minimalista;43,92 €;90,04 €;25,01 €;56,95 %;;;90,04 €;"La silla Duna destaca por su diseño minimalista y funcional, adaptándose con facilidad a una gran variedad de espacios. Su estructura de resina de polipropileno, reforzada con ﬁbra de vidrio, le proporciona una excelente resistencia y durabilidad.
Su diseño ligero y apilable facilita su almacenamiento y movilidad, ofreciendo una solución práctica sin renunciar a la estética. Con líneas limpias y elementos mínimos, la Duna combina versatilidad y sencillez, integrándose armoniosamente en cualquier ambiente.
Resina mate
Dimensiones: Peso: N/D kg";;;;https://www.balliuexport.com/wp-content/uploads/2025/03/duna-silla-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BIMBA_SILLA_BLANCA_8164CC65;Silla exterior resina · estilo clásico | 57 cm;54,81 €;112,36 €;31,21 €;56,95 %;;;112,36 €;"La Bimba destaca por su diseño clásico y funcional, perfecta para cualquier espacio exterior. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia y durabilidad.
Pensada para ofrecer una experiencia cómoda y práctica, cuenta con reposabrazos anchos que mejoran la ergonomía. Su diseño apilable permite optimizar el espacio y gracias a su combinación de simplicidad y resistencia, es la opción ideal para quienes buscan funcionalidad y estilo.
Resina mate
Dimensiones: Largo: 52 cm | Ancho: 57 cm | Alto: 80,5 cm | Peso: N/D kg";57;;80,5;https://www.balliuexport.com/wp-content/uploads/2025/01/silla-bimba-blanco-001.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BIMBA_SILLA_NEGRA_5F329445;Silla exterior resina · estilo clásico | 57 cm;55,63 €;114,04 €;31,68 €;56,95 %;;;114,04 €;"La Bimba destaca por su diseño clásico y funcional, perfecta para cualquier espacio exterior. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia y durabilidad.
Pensada para ofrecer una experiencia cómoda y práctica, cuenta con reposabrazos anchos que mejoran la ergonomía. Su diseño apilable permite optimizar el espacio y gracias a su combinación de simplicidad y resistencia, es la opción ideal para quienes buscan funcionalidad y estilo.
Resina mate
Dimensiones: Largo: 52 cm | Ancho: 57 cm | Alto: 80,5 cm | Peso: N/D kg";57;;80,5;https://www.balliuexport.com/wp-content/uploads/2025/01/silla-bimba-blanco-001.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_SILLA_BLANCA_0B607EC7;Silla exterior resina · estilo funcional;17,17 €;35,20 €;9,78 €;56,95 %;;;35,20 €;"La silla Selva es la opción ideal para quienes buscan funcionalidad y simplicidad en una pieza clásica y atemporal. Su estructura de resina de polipropileno reforzada con carga mineral la convierte en una opción altamente resistente y duradera.
Con un sistema de drenaje en el respaldo y el asiento, garantiza su rendimiento en todo tipo de condiciones. Apilable y ligera, su diseño ha sido optimizado para ofrecer mayor resistencia en comparación con otros modelos del mercado.
Resina Classic";;;;;Balliu;79;Amarillo;Solo catalogo
BALLIU_SELVA_SILLA_COLOR_5FDA60B0;Silla exterior resina · estilo funcional;20,77 €;42,58 €;11,83 €;56,95 %;;;42,58 €;"La silla Selva es la opción ideal para quienes buscan funcionalidad y simplicidad en una pieza clásica y atemporal. Su estructura de resina de polipropileno reforzada con carga mineral la convierte en una opción altamente resistente y duradera.
Con un sistema de drenaje en el respaldo y el asiento, garantiza su rendimiento en todo tipo de condiciones. Apilable y ligera, su diseño ha sido optimizado para ofrecer mayor resistencia en comparación con otros modelos del mercado.
Resina Classic";;;;;Balliu;79;Amarillo;Solo catalogo
BALLIU_BRUNA_SILLA_SIN_BRAZOS_AF080E9C;Silla exterior sin brazos resina · estilo contemporáneo | 49 cm;43,89 €;89,97 €;25,00 €;56,95 %;;;89,97 €;"La silla Bruna combina resistencia y diseño en una pieza única y llamativa. Fabricada en resina de polipropileno reforzada con ﬁbra de vidrio, garantiza durabilidad y ligereza.
Su estructura destaca por un entramado de triángulos, creando un efecto de rejilla que aporta frescura y estilo. El respaldo y el asiento forman una sola pieza curva, ofreciendo una silueta ﬂuida que equilibra confort y estética. Además, su diseño apilable la convierte en una opción práctica y versátil para cualquier espacio.
Resina mate
Dimensiones: Largo: 56 cm | Ancho: 49 cm | Alto: 82 cm | Peso: 3,75 kg";49;;82;https://www.balliuexport.com/wp-content/uploads/2020/02/bruna-silla-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNA_SILLA_CON_BRAZOS_D52BECC5;Silla exterior con brazos resina · estilo contemporáneo | 49 cm;52,19 €;106,99 €;29,72 €;56,95 %;;;106,99 €;"La silla Bruna combina resistencia y diseño en una pieza única y llamativa. Fabricada en resina de polipropileno reforzada con ﬁbra de vidrio, garantiza durabilidad y ligereza.
Su estructura destaca por un entramado de triángulos, creando un efecto de rejilla que aporta frescura y estilo. El respaldo y el asiento forman una sola pieza curva, ofreciendo una silueta ﬂuida que equilibra confort y estética. Además, su diseño apilable la convierte en una opción práctica y versátil para cualquier espacio.
Resina mate
Dimensiones: Largo: 56 cm | Ancho: 49 cm | Alto: 82 cm | Peso: 3,75 kg";49;;82;https://www.balliuexport.com/wp-content/uploads/2020/02/bruna-silla-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_VERA_SILLA_SIN_BRAZOS_DAABCDAF;Silla exterior sin brazos resina · estilo funcional;48,33 €;99,08 €;27,52 €;56,95 %;;;99,08 €;"La silla Vera combina solidez y diseño en una pieza de líneas deﬁnidas y estética moderna. Su estructura de resina de polipropileno reforzada con carga mineral garantiza resistencia, estabilidad y un excelente rendimiento en exteriores.
Su respaldo, con un distintivo entramado de rejillas rectas, aporta ligereza visual y refuerza su carácter dinámico. Apilable y funcional, la Vera es una opción versátil para cualquier espacio.
Resina mate
Dimensiones: Peso: N/D kg";;;;https://www.balliuexport.com/wp-content/uploads/2024/03/silla-vera-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_VERA_SILLA_CON_BRAZOS_75353330;Silla exterior con brazos resina · estilo funcional;49,44 €;101,35 €;28,16 €;56,95 %;;;101,35 €;"La silla Vera combina solidez y diseño en una pieza de líneas deﬁnidas y estética moderna. Su estructura de resina de polipropileno reforzada con carga mineral garantiza resistencia, estabilidad y un excelente rendimiento en exteriores.
Su respaldo, con un distintivo entramado de rejillas rectas, aporta ligereza visual y refuerza su carácter dinámico. Apilable y funcional, la Vera es una opción versátil para cualquier espacio.
Resina mate
Dimensiones: Peso: N/D kg";;;;https://www.balliuexport.com/wp-content/uploads/2024/03/silla-vera-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_VERA_SILLA_L_CON_BRAZOS_51F30794;Silla exterior con brazos resina · estilo funcional;71,33 €;146,23 €;40,62 €;56,95 %;;;146,23 €;"La silla Vera combina solidez y diseño en una pieza de líneas deﬁnidas y estética moderna. Su estructura de resina de polipropileno reforzada con carga mineral garantiza resistencia, estabilidad y un excelente rendimiento en exteriores.
Su respaldo, con un distintivo entramado de rejillas rectas, aporta ligereza visual y refuerza su carácter dinámico. Apilable y funcional, la Vera es una opción versátil para cualquier espacio.
Resina mate
Dimensiones: Peso: N/D kg";;;;https://www.balliuexport.com/wp-content/uploads/2024/03/silla-vera-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SILLA_VENUS_SIN_BRAZOS_CD07E7D6;Silla exterior sin brazos · estilo contemporáneo | 53 cm;40,56 €;83,15 €;23,10 €;56,95 %;;;83,15 €;Dimensiones: Largo: 59 cm | Ancho: 53 cm | Alto: 36 cm | Peso: 5 kg;53;;36;https://www.balliuexport.com/wp-content/uploads/2023/03/venus-silla-tortola-800x614-1.jpg;Balliu;79;Amarillo;Solo web
BALLIU_SILLA_VENUS_CON_BRAZOS_C654C52F;Silla exterior con brazos · estilo contemporáneo | 53 cm;43,83 €;89,85 €;24,96 €;56,95 %;;;89,85 €;Dimensiones: Largo: 59 cm | Ancho: 53 cm | Alto: 36 cm | Peso: 5 kg;53;;36;https://www.balliuexport.com/wp-content/uploads/2023/03/venus-silla-tortola-800x614-1.jpg;Balliu;79;Amarillo;Solo web
BALLIU_BRUNA_SILLA_CON_BRAZ_94B6E5B5;Silla exterior con brazos resina · estilo funcional;55,51 €;113,80 €;31,61 €;56,95 %;;;113,80 €;"Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores.
Destaca por su distintivo entramado de triángulos y por su diseño envolvente, donde el respaldo y los reposabrazos se fusionan en una misma pieza curva. Estos añaden un extra de confort, mientras que su diseño apilable la convierte en una opción versátil y funcional.
Resina mate";;;;;Balliu;43;Rojo;Solo catalogo
BALLIU_MILA_SILLA_CON_BRAZOS_BC0C02EC;Silla exterior con brazos aluminio · estilo elegante | 58 cm;60,67 €;124,37 €;34,55 €;56,95 %;;;124,37 €;"La silla Mila combina simplicidad y funcionalidad en una estructura de aluminio endurecido con un elegante perﬁl circular. Su tornillería en acero inoxidable garantiza resistencia y durabilidad, mientras que sus líneas curvadas aportan un toque de soﬁsticación.
Gracias a su diseño apilable, la Mila es una opción versátil y práctica, ideal para optimizar el espacio sin renunciar al estilo. Sus reposabrazos integrados ofrecen un mayor confort, convirtiéndola en una pieza que equilibra estética, comodidad y utilidad.
Conjunto blanco
Conjunto gris
Estructura de aluminio
Dimensiones: Largo: 59 cm | Ancho: 58 cm | Alto: 83 cm | Peso: 3,7 kg";58;;83;https://www.balliuexport.com/wp-content/uploads/2020/02/mila-silla-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNA_SILLA_CON_BRAZ_94B6E5B5;Silla exterior con brazos resina · estilo funcional;122,56 €;251,25 €;69,80 €;56,95 %;;;251,25 €;"Esta silla con brazos mantiene la esencia de la Bruna, combinando resistencia y estilo. Su estructura de resina de polipropileno reforzada con ﬁbra de vidrio le otorga resistencia, ligereza y una excelente adaptación a espacios exteriores.
Destaca por su distintivo entramado de triángulos y por su diseño envolvente, donde el respaldo y los reposabrazos se fusionan en una misma pieza curva. Estos añaden un extra de confort, mientras que su diseño apilable la convierte en una opción versátil y funcional.
Resina mate";;;;;Balliu;43;Rojo;Solo catalogo
BALLIU_GRETA_SILLA_ALUMINIO_AFD89221;Silla exterior aluminio · estilo contemporáneo;96,11 €;197,03 €;54,73 €;56,95 %;;;197,03 €;Greta Silla;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_GRETA_MESA_TABLERO_ALUMINIO_9E30CA7F;Mesa exterior aluminio;67,33 €;138,03 €;38,34 €;56,95 %;;;138,03 €;Greta Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MINI_MESA_COLOR_BLANCO_5D0FB586;Mesa exterior;14,17 €;29,05 €;8,07 €;56,95 %;;;29,05 €;Mini Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_MINI_MESA_COLOR_NATURAL_PR_1CF4D3D5;Mesa exterior;14,95 €;30,65 €;8,51 €;56,95 %;;;30,65 €;Mini Mesa;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_EVA_PRO_MINI_MESA_AU_COLOR_BLANCO_DE421A42;Mesa auxiliar exterior resina | 48 cm;17,13 €;35,12 €;9,75 €;56,95 %;;;35,12 €;"La mesa auxiliar Eva Pro Mini se caracteriza por su diseño sencillo y funcional. Fabricada en resina de polipropileno reforzada con carga mineral, garantiza durabilidad y resistencia.
Con una superﬁcie plana y bordes redondeados, su acabado texturizado en efecto mate resalta su estética minimalista. Por otro lado, su capacidad apilable añade practicidad. Perfecta para complementar la tumbona Eva Pro, esta mesa es ideal para dar un toque armonioso a cualquier espacio.
Resina Classic
Dimensiones: Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2.1 kg";48;;38;https://www.balliuexport.com/wp-content/uploads/2026/02/Eva-Pro-Mini_Sin-fondo.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_EVA_PRO_MINI_MESA_AU_COLOR_NATURAL_PR_911A77BA;Mesa auxiliar exterior resina | 48 cm;17,63 €;36,14 €;10,04 €;56,95 %;;;36,14 €;"La mesa auxiliar Eva Pro Mini se caracteriza por su diseño sencillo y funcional. Fabricada en resina de polipropileno reforzada con carga mineral, garantiza durabilidad y resistencia.
Con una superﬁcie plana y bordes redondeados, su acabado texturizado en efecto mate resalta su estética minimalista. Por otro lado, su capacidad apilable añade practicidad. Perfecta para complementar la tumbona Eva Pro, esta mesa es ideal para dar un toque armonioso a cualquier espacio.
Resina Classic
Dimensiones: Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2.1 kg";48;;38;https://www.balliuexport.com/wp-content/uploads/2026/02/Eva-Pro-Mini_Sin-fondo.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_EVA_PRO_BCN_MESA_AUX_COLOR_BLANCO_35554775;Mesa auxiliar exterior resina | 48 cm;18,44 €;37,80 €;10,50 €;56,95 %;;;37,80 €;"La tumbona Eva Pro BCN, diseñada exclusivamente por Mario Eskenazi, destaca por su estética única. Su estructura de resina de polipropileno reforzada con carga mineral ofrece gran durabilidad, mientras que su base presenta un patrón que le da un toque distintivo y contemporáneo.
Apilable y versátil, la Eva Pro BCN es la pieza perfecta para complementar cualquier espacio exterior, combinando a la perfección con la tumbona Eva Pro BCN de su misma familia.
Resina Classic
Dimensiones: Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2,1 kg";48;;38;https://www.balliuexport.com/wp-content/uploads/2026/02/Mesita-Eva-Pro-BCN.jpg;Balliu;74;Amarillo;Catalogo + web
BALLIU_EVA_PRO_BCN_MESA_AUX_COLOR_NATURAL_PR_25CD2EDE;Mesa auxiliar exterior resina | 48 cm;19,36 €;39,69 €;11,03 €;56,95 %;;;39,69 €;"La tumbona Eva Pro BCN, diseñada exclusivamente por Mario Eskenazi, destaca por su estética única. Su estructura de resina de polipropileno reforzada con carga mineral ofrece gran durabilidad, mientras que su base presenta un patrón que le da un toque distintivo y contemporáneo.
Apilable y versátil, la Eva Pro BCN es la pieza perfecta para complementar cualquier espacio exterior, combinando a la perfección con la tumbona Eva Pro BCN de su misma familia.
Resina Classic
Dimensiones: Largo: 48 cm | Ancho: 48 cm | Alto: 38 cm | Peso: 2,1 kg";48;;38;https://www.balliuexport.com/wp-content/uploads/2026/02/Mesita-Eva-Pro-BCN.jpg;Balliu;74;Amarillo;Catalogo + web
BALLIU_OLIMPIA_MESA_AUXILIA_TELA_BALLIU_6C7A42D9;Mesa auxiliar exterior aluminio | 54 cm;84,68 €;173,59 €;48,23 €;56,95 %;;;173,59 €;"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.
El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg";54;;34;https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_NOA_MESA_AUXILIAR_COLOR_BLANCO_90B11E5B;Mesa auxiliar exterior aluminio;69,97 €;143,44 €;39,85 €;56,95 %;;;143,44 €;"La mesa auxiliar Noa destaca por su diseño moderno y limpio. Con una estructura de aluminio endurecido y tornillería en acero inoxidable, ofrece una excelente resistencia.
Su estructura con doble refuerzo crea una estética distintiva y elegante. Su originalidad y líneas minimalistas la convierten en una pieza diferenciadora. Además, su diseño apilable aporta practicidad sin sacriﬁcar la estética. Combinable con la tumbona Noa, realza el diseño de cualquier espacio.
Aluminio texturizado Classic
Dimensiones: Largo: 42 cm | Alto: 29 cm | Diámetro: 42 cm | Peso: 2,1 kg";;;29;https://www.balliuexport.com/wp-content/uploads/2026/02/Mesa-Auxiliar-Noa_blanca_Balliu2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_NOA_MESA_AUXILIAR_COLOR_NATURAL_PR_27CE9446;Mesa auxiliar exterior aluminio;73,58 €;150,84 €;41,90 €;56,95 %;;;150,84 €;"La mesa auxiliar Noa destaca por su diseño moderno y limpio. Con una estructura de aluminio endurecido y tornillería en acero inoxidable, ofrece una excelente resistencia.
Su estructura con doble refuerzo crea una estética distintiva y elegante. Su originalidad y líneas minimalistas la convierten en una pieza diferenciadora. Además, su diseño apilable aporta practicidad sin sacriﬁcar la estética. Combinable con la tumbona Noa, realza el diseño de cualquier espacio.
Aluminio texturizado Classic
Dimensiones: Largo: 42 cm | Alto: 29 cm | Diámetro: 42 cm | Peso: 2,1 kg";;;29;https://www.balliuexport.com/wp-content/uploads/2026/02/Mesa-Auxiliar-Noa_blanca_Balliu2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_MESA_AUXILIAR_TABLERO_HPL_C5331CE8;Mesa auxiliar exterior aluminio | 60 cm;89,71 €;183,91 €;51,09 €;56,95 %;;;183,91 €;"La mesa auxiliar Etna destaca por su diseño soﬁsticado y equilibrado. Su estética moderna se deﬁne por dos marcos curvados, aportando solidez y un estilo distintivo.
Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y durabilidad. Su tablero de HPL, además de robusto, permite combinaciones versátiles. Siguiendo la línea estética de la familia Etna, esta mesa es el complemento ideal para espacios elegantes y funcionales.
HPL
Aluminio texturizado
Dimensiones: Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg";60;;44,5;https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_MESA_AUXILIAR_TABLERO_HPL_GD_7664D255;Mesa auxiliar exterior aluminio | 60 cm;94,05 €;192,80 €;53,56 €;56,95 %;;;192,80 €;"La mesa auxiliar Etna destaca por su diseño soﬁsticado y equilibrado. Su estética moderna se deﬁne por dos marcos curvados, aportando solidez y un estilo distintivo.
Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y durabilidad. Su tablero de HPL, además de robusto, permite combinaciones versátiles. Siguiendo la línea estética de la familia Etna, esta mesa es el complemento ideal para espacios elegantes y funcionales.
HPL
Aluminio texturizado
Dimensiones: Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg";60;;44,5;https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_MESA_AUXILIAR_DIAMETRO_60_WERZ_9C991818;Mesa auxiliar exterior aluminio | 60 cm;84,79 €;173,82 €;48,29 €;56,95 %;;;173,82 €;"La mesa auxiliar Etna destaca por su diseño soﬁsticado y equilibrado. Su estética moderna se deﬁne por dos marcos curvados, aportando solidez y un estilo distintivo.
Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y durabilidad. Su tablero de HPL, además de robusto, permite combinaciones versátiles. Siguiendo la línea estética de la familia Etna, esta mesa es el complemento ideal para espacios elegantes y funcionales.
HPL
Aluminio texturizado
Dimensiones: Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg";60;;44,5;https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_DIAMETRO_70_WERZ_33CE1613;Mesa exterior resina | Ø70 cm;97,55 €;199,98 €;55,55 €;56,95 %;;;199,98 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_DIAMETRO_80_WERZ_EB565C3E;Mesa exterior resina | Ø80 cm;101,49 €;208,05 €;57,80 €;56,95 %;;;208,05 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_DIAMETRO_90_WERZ_871DF608;Mesa exterior resina | Ø90 cm;118,78 €;243,50 €;67,65 €;56,95 %;;;243,50 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_70_X_70_WERZALIT_7AB14C9A;Mesa exterior resina | 70×70 cm;118,31 €;242,54 €;67,38 €;56,95 %;;;242,54 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_80_X_80_WERZALIT_1A5A5005;Mesa exterior resina | 80×80 cm;131,01 €;268,57 €;74,61 €;56,95 %;;;268,57 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_SELVA_MESA_120_X_80_WERZALI_747885BD;Mesa exterior resina | 120×80 cm;169,64 €;347,76 €;96,61 €;56,95 %;;;347,76 €;"La mesa Selva se caracteriza por su estructura de resina de polipropileno reforzada con carga mineral, que le otorga gran resistencia y durabilidad. Su tablero está fabricado en Werzalit, un material altamente resistente ideal para uso en exteriores.
Disponible en formatos redondo y cuadrado y en diversas medidas, ofrece versatilidad en su diseño. Además, sus patas están equipadas con reguladores de estabilidad. La mesa Selva es una opción práctica y resistente para cualquier espacio exterior.
Tablero
Resina Classic
Werzalit
Dimensiones: Alto: 71,5 cm | Peso: N/D kg";;;71,5;https://www.balliuexport.com/wp-content/uploads/2024/06/thumbnail_selva-mesa-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_80X80_TABLERO_HP_EF580AE2;Mesa exterior aluminio | 80×80 cm;257,19 €;527,24 €;146,47 €;56,95 %;;;527,24 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRUNEI_MESA_80X80_TABLERO_HP_FCE3B8BD;Mesa exterior aluminio | 80×80 cm;290,22 €;594,95 €;165,28 €;56,95 %;;;594,95 €;"La mesa Brunei combina resistencia y diseño en una pieza funcional y elegante. Su estructura de aluminio endurecido y tornillería en acero inoxidable garantizan durabilidad y resistencia, mientras que el perﬁl grueso de 2 mm aporta robustez y estabilidad.
El tablero, fabricado en HPL y altamente resiste, está disponible en varias medidas para adaptarse a diferentes necesidades. Además, cuenta con un tapón graduable en las patas, lo que mejora su estabilidad y permite un ajuste preciso en terrenos irregulares.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 130, 160, 190, 80 cm | Alto: 73,5 cm | Peso: 15,1 kg";;;73,5;https://www.balliuexport.com/wp-content/uploads/2023/05/brunei-80-blanco-blanco-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
